ID	ATX1-TAG-rep2	ATX2-TAG-rep2	ATX3-TAG-rep2	ATX4-TAG-rep2	ATX5-TAG-rep2	ATXR3-TAG-rep2	ATXR7-TAG-rep2	WT-rep2	
AT3G15930	18.8662	24.9922	21.0097	22.1276	11.8896	18.8858	17.6803	15.6132
AT3G15935	9.64586	9.81526	11.2215	8.97931	7.75627	11.0202	9.63595	5.85496
AT3G15940	25.3913	38.0936	33.8284	21.532	17.1454	28.8965	30.8437	18.4616
AT3G15950	29.7414	43.3688	27.1119	31.7483	22.1462	35.6685	39.5762	30.699
AT3G15960	15.3672	14.9175	16.2589	14.8892	10.0015	16.8668	19.0138	13.8726
AT3G15970	18.0151	24.3868	19.9858	20.6158	11.7875	18.5914	21.0787	13.9253
AT3G15980	51.35	81.8083	54.1419	57.266	39.955	53.4186	55.8369	44.1496
AT3G15990	26.668	39.5205	24.7775	28.9079	17.4006	22.6714	30.6286	23.8418
AT3G16000	26.4315	36.1478	22.6888	21.8985	19.952	27.5926	27.8324	15.455
AT3G16010	26.1478	34.5912	29.8968	26.6172	15.8187	26.1625	23.0575	21.9429
AT3G16020	4.72836	7.8695	8.31377	4.21478	4.23533	4.62681	4.73194	2.58462
AT3G16030	28.8903	36.4505	24.9003	24.6473	23.626	27.4664	25.3374	18.3561
AT3G16040	5.2012	8.0857	6.02031	5.81823	3.36786	5.59423	7.09791	5.59122
AT3G16050	11.3481	17.901	24.6956	11.9571	7.75627	13.8384	10.0231	7.85936
AT3G16060	39.34	53.4002	33.296	32.8936	25.9733	34.659	37.8986	26.0045
AT3G16070	6.66699	10.7233	5.97936	6.7803	4.38842	7.65527	9.37785	6.06595
AT3G16080	11.7736	13.4041	12.9007	8.84187	12.8591	12.1138	8.34542	6.64617
AT3G16090	24.2565	34.2453	31.0026	22.4483	13.6245	22.7555	23.2295	23.7363
AT3G16100	11.2062	15.3931	15.3989	12.1862	11.0221	11.3567	12.4751	7.70112
AT3G16110	21.7505	33.4238	44.3537	24.6473	19.3907	19.4326	25.9396	15.9297
AT3G16117	3.54627	4.58334	2.82586	2.33645	2.70449	1.85072	1.4626	1.58242
AT3G16120	7.65995	6.87501	6.10222	4.35222	2.70449	7.0664	7.22697	5.43298
AT3G16130	18.1096	16.647	14.8665	17.8212	18.6763	25.6157	27.7464	13.8198
AT3G16140	8.70019	12.4096	14.2931	11.27	14.2879	28.8965	15.1852	9.91651
AT3G16150	13.0976	18.2036	21.9516	14.3852	14.2368	10.5996	13.6366	8.33409
AT3G16160	17.1167	29.5755	26.8252	20.2951	13.2163	16.1938	18.8848	14.4
AT3G16170	31.1126	49.0331	33.9513	30.1448	30.6679	25.4895	31.4889	30.1715
AT3G16175	4.16096	8.34513	10.6891	5.86404	9.03198	5.13155	6.75377	5.32749
AT3G16180	19.9064	31.3483	24.1222	31.6108	30.4128	28.0132	23.2295	18.8308
AT3G16190	10.5442	16.5173	22.8526	12.1862	9.49123	14.8899	13.9377	8.91431
AT3G16200	26.8098	24.2571	40.5859	18.7833	8.87889	17.7922	18.1965	12.4484
AT3G16210	7.65995	11.4151	14.8255	9.02513	9.23609	8.20207	8.60353	8.28134
AT3G16220	10.1187	18.9819	15.3989	15.9887	11.2262	11.7353	16.1746	12.0792
AT3G16230	23.8782	37.5315	25.4328	28.1291	20.054	24.48	26.6279	17.2484
AT3G16240	10.497	14.1392	12.2864	15.4847	20.1051	259.901	16.5188	12.6066
AT3G16250	11.6791	9.33963	15.276	9.89557	12.9101	27.6347	12.6042	8.1231
AT3G16260	32.8148	51.8436	42.7156	32.0232	26.5856	31.6306	33.0806	26.6374
AT3G16270	28.2756	46.0063	33.7875	27.3503	20.2582	32.64	24.262	19.9385
AT3G16280	6.57242	8.43161	10.3615	7.19261	5.61309	7.86558	5.97945	5.80221
AT3G16290	30.5452	46.2658	42.0193	32.6645	28.1165	31.3361	34.2851	32.7034
AT3G16300	6.09959	12.2366	11.8768	11.6823	8.47067	7.02434	5.8504	5.69672
AT3G16310	24.3984	28.5378	25.3508	19.9286	12.655	18.2128	17.3791	14.1363
AT3G16320	35.3209	53.5299	38.9477	39.2616	33.1683	39.5803	45.6847	34.7078
AT3G16330	6.99798	9.42611	8.60045	9.66651	5.97029	10.221	9.93708	7.27914
AT3G16340	38.7726	49.379	40.6269	46.1793	42.3023	42.3563	47.1904	39.7715
AT3G16350	14.6579	19.3278	29.2825	20.4783	21.0236	16.4883	16.7339	15.6132
AT3G16360	7.8018	7.26416	7.6585	9.11675	5.2559	4.24825	5.07608	5.59122
AT3G16370	14.6579	22.0519	16.2999	17.5921	12.9611	44.2491	16.3037	15.1913
AT3G16380	14.7052	32.559	27.8491	20.1576	16.0228	26.2887	22.3262	16.1407
AT3G16390	16.3129	14.6148	15.1532	14.7975	13.5225	17.8342	17.2931	12.8704
AT3G16400	22.6489	13.75	12.614	21.3488	19.2376	17.9184	20.6915	15.8242
AT3G16410	17.1167	19.1981	17.078	22.4483	15.9208	19.7691	23.4446	19.9385
AT3G16415	8.18007	11.7178	10.7301	13.0567	9.083	13.6281	15.4003	9.54728
AT3G16420	10.2605	9.94498	11.7539	12.736	10.0015	15.1002	13.3355	8.54508
AT3G16430	9.88228	12.0205	11.3034	12.965	14.9002	11.9876	11.5287	10.7605
AT3G16432	3.12072	2.72406	1.802	2.47389	1.73496	2.22928	2.06485	1.58242
AT3G16440	10.5442	10.2044	7.61754	12.5527	10.818	12.2821	12.303	9.75827
AT3G16450	13.9014	10.2044	7.78136	15.4847	11.8385	13.1654	12.9053	7.54288
AT3G16460	24.5402	33.1211	23.6308	29.2744	20.6154	26.6252	30.6716	21.9429
AT3G16470	18.1569	18.4198	16.1361	15.9887	13.5735	18.2549	18.4976	15.0858
AT3G16480	28.5593	36.537	33.8694	24.0059	25.5651	19.9794	23.2726	19.622
AT3G16490	12.8611	16.7335	26.3338	15.3015	14.9002	11.7773	13.3355	10.444
AT3G16500	17.2585	17.7712	14.2112	17.8212	13.4714	26.2887	18.4546	13.5033
AT3G16510	12.6247	10.2044	25.0232	15.0724	20.1561	14.6796	9.07672	7.80662
AT3G16520	14.6106	16.2146	25.0232	26.2966	13.7776	38.3605	18.1965	11.7099
AT3G16525	19.7173	12.5393	13.4331	13.5148	12.8081	16.6565	13.8517	14.2945
AT3G16530	11.4426	8.12894	8.35472	10.2621	8.06244	13.6281	9.76501	7.59563
AT3G16540	16.6911	14.2689	12.1225	17.1798	13.4714	14.1328	17.8523	14.822
AT3G16550	11.0644	13.9662	12.573	17.8212	12.757	15.8153	17.9814	15.244
AT3G16552	1.04024	1.59984	0.982908	0.595567	0.612337	0.715052	0.774318	1.74066
AT3G16555	6.09959	8.0857	7.16704	9.62069	5.86823	8.87506	7.61412	7.33189
AT3G16560	20.5684	34.7209	28.9958	25.8842	21.5339	19.8953	19.8311	18.1979
AT3G16565	16.9275	22.9599	24.7365	16.7217	17.9109	15.8994	15.9165	10.6022
AT3G16570	13.9014	13.4041	17.979	17.9128	16.8393	40.9262	10.4103	13.5033
AT3G16580	6.00502	9.25315	9.9929	8.97931	7.24599	9.33774	8.64655	10.7077
AT3G16590	6.76156	8.77752	10.9758	10.2163	6.93982	7.69733	9.11974	6.38244
AT3G16600	21.9869	22.0519	17.3647	20.57	21.4828	21.8722	20.9496	17.4594
AT3G16610	18.8662	22.7005	23.2622	17.3172	14.7471	16.8668	15.7014	10.7605
AT3G16620	39.5291	45.3577	29.4873	33.1227	26.7387	29.9481	34.027	22.1012
AT3G16630	46.338	60.9238	56.6811	42.4227	26.0754	43.1555	48.5239	29.3803
AT3G16640	12.8139	15.2634	20.8868	8.84187	13.7776	19.1382	12.6472	8.96706
AT3G16650	29.8833	38.6125	31.9036	33.535	27.3	32.6821	34.7583	30.1715
AT3G16660	13.6177	10.2909	8.68236	9.07094	7.8073	10.852	10.9695	5.80221
AT3G16670	5.2012	7.26416	6.67559	6.13892	5.81721	5.88867	7.09791	6.06595
AT3G16680	5.95774	5.70755	5.81554	8.10887	4.69459	7.0664	7.61412	7.17365
AT3G16690	7.37625	12.1069	15.6856	12.5985	14.0327	15.3526	14.4539	12.2374
AT3G16700	18.0623	22.2249	22.3612	17.3631	14.6451	13.6281	13.7656	9.07255
AT3G16710	15.7927	17.6848	17.8971	12.9192	9.49123	12.8289	12.088	7.96486
AT3G16712	3.40442	2.89702	3.11254	3.39015	1.53084	1.93485	1.59165	1.47693
AT3G16720	9.40944	15.5661	22.3202	17.2256	15.7167	19.1802	9.2488	14.2418
AT3G16730	34.5643	31.9536	35.3847	31.336	31.8415	29.233	30.5856	23.2089
AT3G16740	17.8732	17.3821	27.89	13.1025	7.8073	13.9225	12.4321	12.0264
AT3G16750	12.0573	20.625	24.9003	12.1404	8.36861	11.0202	11.4857	10.7605
AT3G16760	17.4477	29.7917	36.1219	20.1118	13.0632	21.9143	19.573	16.9319
AT3G16770	8.88932	19.2414	16.6275	11.2241	14.441	15.3947	11.7438	9.54728
AT3G16780	12.7666	15.8255	21.6649	12.6443	7.04188	16.9089	14.7551	10.3912
AT3G16785	49.7424	98.758	64.1757	53.3719	45.0068	62.5461	64.3114	47.8419
AT3G16800	11.1589	15.7822	15.7265	13.3773	11.0731	14.4272	17.4652	13.2396
AT3G16810	30.4034	47.8656	33.7875	30.2365	24.3404	30.3266	29.8112	18.4088
AT3G16820	5.10663	8.12894	8.27281	9.80394	6.22543	10.5575	10.5823	7.06815
AT3G16830	49.4114	65.3342	49.6778	44.3926	35.9748	50.8108	53.1698	35.288
AT3G16840	43.6428	60.232	36.6952	38.437	26.3815	36.0891	35.4896	34.4968
AT3G16850	25.1076	28.3216	24.6956	21.5778	16.9413	25.1951	24.434	19.5165
AT3G16857	22.0815	35.9316	33.4189	22.036	18.5232	36.4256	24.9933	21.5209
AT3G16860	22.6016	31.1753	40.9545	22.998	15.5636	25.8681	22.8854	14.611
AT3G16870	11.1117	13.2311	17.2828	10.6286	10.869	13.586	8.0443	8.1231
AT3G16880	6.80884	10.0747	10.1977	8.61281	6.78674	8.07589	10.5393	6.80441
AT3G16890	19.7646	26.8514	30.6749	19.2414	16.38	18.3811	18.4116	18.4088
AT3G16895	4.35009	5.10221	3.89068	3.02365	3.01066	3.65939	3.57047	4.27254
AT3G16900	6.0523	6.13994	8.84618	8.42956	5.81721	6.94021	8.25939	6.06595
AT3G16910	22.2233	28.7972	40.3812	23.5936	22.0952	23.9753	28.4777	22.6814
AT3G16920	7.8018	8.99372	14.0064	10.4453	6.93982	11.1043	7.70016	6.06595
AT3G16930	2.8843	3.63208	2.66204	4.12315	1.32673	2.86021	3.78555	1.89891
AT3G16940	33.9024	56.5567	33.9513	41.6897	26.1774	37.0565	38.5868	28.0089
AT3G16950	38.2997	47.5629	33.0913	30.7404	27.0449	31.6726	37.9416	25.2133
AT3G16960	4.44466	4.02123	2.82586	5.86404	2.70449	5.84661	6.71075	3.05935
AT3G16970	4.35009	4.84277	4.87359	4.71872	3.98019	2.9864	5.03307	4.80001
AT3G16980	12.1992	16.1714	12.7778	13.1025	8.11347	10.179	11.5287	5.90771
AT3G16990	16.3129	21.6628	22.3202	20.2035	11.3282	13.2916	17.2501	10.9715
AT3G17000	18.7243	28.1054	26.6614	22.998	22.9116	16.2359	22.2831	15.1385
AT3G17010	13.4285	18.8955	16.7094	13.9271	11.4813	16.6145	19.487	15.5605
AT3G17020	13.4758	19.7602	20.4363	13.0567	11.0731	20.0215	18.7127	13.5561
AT3G17030	30.6398	50.1573	50.9474	28.2207	25.8713	31.1258	30.4135	24.5803
AT3G17040	30.7816	33.467	40.4631	26.2507	21.5849	34.7431	36.9522	18.2506
AT3G17050	14.2797	12.9285	11.5901	13.2857	14.0327	30.9576	14.0238	11.3934
AT3G17060	13.9487	11.6745	10.1567	11.4532	7.85833	13.1654	13.6796	9.28354
AT3G17070	15.9819	14.5716	13.8426	16.1719	12.4509	20.1477	16.5188	16.4572
AT3G17080	4.53923	4.02123	4.34118	4.16897	7.29702	2.90227	4.68892	2.21539
AT3G17090	30.2615	36.9694	37.842	18.6458	21.738	29.233	26.0257	22.1539
AT3G17100	6.90341	9.20991	20.8868	10.9493	14.492	25.9101	7.95827	9.1253
AT3G17110	7.5181	7.43711	8.84618	8.61281	6.02132	9.75836	6.62472	7.0154
AT3G17120	16.6438	15.8255	29.8968	18.3709	20.9215	18.2549	13.6796	14.5583
AT3G17130	7.09254	8.34513	10.8939	10.8118	8.11347	7.48702	8.0443	7.91211
AT3G17140	3.54627	3.84827	4.62786	4.30641	4.94973	5.6363	6.23756	4.1143
AT3G17150	4.58651	4.02123	5.07836	6.73448	4.84767	8.11795	7.52809	3.53408
AT3G17152	4.9175	7.04796	7.90422	4.39803	4.84767	6.22516	6.5817	6.75167
AT3G17155	2.08048	5.10221	2.37536	6.32217	4.23533	4.37444	4.3878	4.0088
AT3G17160	8.13278	11.934	19.9449	8.33793	5.81721	11.1043	6.5817	6.64617
AT3G17170	16.1237	17.4686	21.5421	14.0187	13.6245	19.3064	13.9807	10.8132
AT3G17180	19.9537	20.9709	19.0439	21.9902	25.463	21.3674	23.4016	20.3077
AT3G17185	6.95069	6.05347	5.73363	7.69655	9.03198	7.90764	5.03307	6.43518
AT3G17190	7.8018	5.05897	3.80877	8.10887	7.04188	8.24413	7.91525	4.85276
AT3G17200	8.79475	10.4638	9.25572	9.3	8.67478	8.79094	10.2382	8.07035
AT3G17203	16.171	19.9764	16.7914	14.3852	13.6245	13.586	13.2494	10.866
AT3G17205	64.353	95.9042	61.0632	55.2503	41.3838	63.219	67.0215	44.6243
AT3G17210	10.2133	12.2799	11.9178	9.43744	5.91926	8.74888	8.38844	6.96266
AT3G17220	6.76156	12.6258	4.17736	7.92562	11.5834	5.34186	9.2488	6.90991
AT3G17225	8.3692	9.94498	5.24218	7.69655	8.31758	7.61321	8.60353	7.59563
AT3G17227	6.14687	7.0912	4.34118	4.48966	2.50038	7.99176	7.01188	3.90331
AT3G17230	6.24144	4.15095	5.69268	4.67291	3.2658	4.58475	6.15152	4.80001
AT3G17240	23.3108	26.5055	32.8865	21.8069	12.2978	24.1856	25.3374	16.4044
AT3G17250	14.9889	21.1006	22.525	11.9113	10.869	15.605	14.9271	10.233
AT3G17260	13.003	14.7445	10.6891	13.7438	12.9101	14.0907	14.4539	10.655
AT3G17261	2.12776	0.735064	2.37536	2.29064	0.867478	1.4301	2.58106	1.1077
AT3G17265	3.54627	7.35064	7.41277	8.65862	10.5118	6.47753	9.11974	8.65057
AT3G17270	3.12072	5.66431	4.91454	4.67291	5.20487	3.70145	4.21573	2.63737
AT3G17280	13.1448	27.4568	21.3783	17.2714	17.0944	11.7353	13.1204	10.1802
AT3G17290	16.8803	15.3931	11.0168	14.2936	10.818	14.5114	14.0668	10.866
AT3G17300	15.3672	21.4466	18.7162	13.7438	11.1241	13.7542	12.7762	9.81102
AT3G17310	28.7957	50.8923	46.3196	32.1606	31.5864	32.2615	36.7801	28.7473
AT3G17320	10.497	12.1934	9.46049	12.1862	11.3793	12.3662	11.5287	7.22639
AT3G17330	27.4718	33.0779	30.634	30.603	21.5339	21.7881	24.6921	21.8374
AT3G17340	40.3802	72.166	51.6027	45.3547	34.6991	47.7403	47.6205	34.1276
AT3G17350	8.51105	13.0582	28.5453	14.3852	11.3282	8.41238	9.85104	6.54068
AT3G17360	80.524	105.244	74.8239	82.967	58.2741	82.4834	77.5608	61.9254
AT3G17365	11.9628	20.0197	25.8013	18.0503	9.23609	10.5575	14.4539	12.9231
AT3G17370	7.99093	14.0094	6.88036	8.567	4.23533	5.93073	7.57111	5.32749
AT3G17380	13.8068	22.3113	14.5389	16.3552	17.6557	17.9604	18.9278	12.3429
AT3G17390	12.672	18.7225	20.8049	16.2177	16.8903	80.5065	17.7233	14.9275
AT3G17400	5.10663	8.0857	4.21832	6.00148	4.5415	5.55217	6.96886	3.32309
AT3G17410	26.4315	31.3051	28.5453	23.731	22.0952	25.4054	28.6928	22.7341
AT3G17420	23.5945	35.7154	16.8323	23.502	15.1043	20.9048	21.6809	20.1495
AT3G17430	31.5382	39.1746	26.088	21.4404	21.6359	24.1435	28.9509	18.8836
AT3G17440	21.7505	30.8727	23.1803	22.036	23.575	23.3864	24.0039	14.3473
AT3G17450	37.9688	42.6337	35.0161	29.5951	23.3709	26.8776	28.6067	24.4748
AT3G17460	7.47081	13.4041	31.7398	11.3616	8.67478	10.1369	9.72199	7.22639
AT3G17465	7.99093	26.9379	24.6137	17.9128	9.84843	19.0961	13.7656	14.4528
AT3G17470	21.6086	25.2948	40.3402	17.0424	10.92	17.2874	16.8199	13.5033
AT3G17480	6.28872	7.99922	6.14318	10.2621	7.8073	7.78145	10.2812	8.54508
AT3G17490	5.62675	6.87501	6.96227	9.75813	8.72581	7.44496	9.63595	9.91651
AT3G17500	10.5442	16.4308	10.3615	14.935	9.89945	12.7868	12.26	11.3934
AT3G17510	22.9326	28.754	33.6237	25.9301	23.9832	26.0784	27.9185	20.677
AT3G17520	10.1187	12.9717	11.3034	12.5527	7.29702	10.1369	11.8729	8.0176
AT3G17530	7.8018	14.831	9.37858	11.9113	8.21553	11.567	12.303	8.28134
AT3G17540	6.76156	9.90174	6.18413	9.16256	9.49123	8.79094	10.7974	7.80662
AT3G17550	4.82293	6.74529	3.97259	6.7803	5.30692	7.9497	8.47448	7.54288
AT3G17560	9.22031	9.98822	7.04418	9.07094	8.41964	9.12743	12.303	5.06375
AT3G17570	8.55834	10.0747	7.61754	11.1325	5.81721	9.46393	11.3567	9.07255
AT3G17580	6.99798	4.10771	5.03741	4.48966	3.52094	4.54269	4.08668	4.32529
AT3G17590	15.7454	30.0944	28.0948	19.1498	21.738	16.32	19.8311	15.9297
AT3G17600	10.9698	8.77752	9.05095	9.39163	6.12337	8.91712	12.0449	5.38023
AT3G17609	5.86317	7.39388	11.4263	5.90985	7.09291	5.6363	4.55987	6.27694
AT3G17611	14.3742	19.1117	29.3644	16.5384	9.18506	12.8289	13.4215	11.4989
AT3G17620	10.8752	9.94498	10.6072	12.8734	7.90936	8.70682	10.4533	11.7627
AT3G17626	10.7807	11.934	14.4569	9.9872	9.4402	5.6363	6.40963	5.27474
AT3G17630	24.9658	36.8397	21.2144	22.265	19.3907	29.1068	25.8536	20.7297
AT3G17640	14.0905	19.2846	21.583	18.2793	13.4204	13.4598	13.5506	9.75827
AT3G17650	26.9517	43.0661	28.4224	22.6773	20.6664	29.0648	28.5637	21.6792
AT3G17655	10.4024	21.1006	13.3102	9.71232	10.2056	16.32	10.4103	9.07255
AT3G17660	14.7525	16.0849	16.1361	16.3094	13.1142	12.7868	14.712	8.1231
AT3G17668	11.3954	15.739	22.6888	11.6823	8.57272	6.81403	8.60353	5.43298
AT3G17670	11.7736	19.4143	31.494	14.4769	8.5217	11.8615	10.2812	8.75607
AT3G17675	4.72836	8.17218	6.14318	3.71084	2.75552	5.59423	6.10851	4.27254
AT3G17680	12.8139	22.7437	14.8255	13.6522	13.6245	15.8994	13.5936	9.81102
AT3G17690	24.3038	38.1368	23.5488	25.8842	22.4524	28.0132	30.5425	24.8968
AT3G17700	25.7696	42.1581	30.0606	31.6108	22.5034	22.6714	28.1766	22.2067
AT3G17710	9.55129	13.2744	22.3612	12.5527	4.79664	11.7353	9.89406	7.64837
AT3G17712	26.9517	38.8287	37.7601	27.9458	21.0746	27.0879	28.8218	23.1034
AT3G17715	11.3954	19.89	25.6375	12.3236	12.1957	12.6186	8.73258	9.17805
AT3G17717	7.65995	9.59907	7.37181	4.94778	6.42954	6.14104	4.68892	5.011
AT3G17720	10.6388	13.6203	9.17381	8.9335	5.81721	10.2631	9.89406	7.49013
AT3G17730	6.43057	10.4638	12.1225	11.6365	8.21553	11.6511	14.0668	10.1275
AT3G17740	42.5553	58.7619	41.5688	38.2995	27.7593	38.5708	39.6193	30.5407
AT3G17750	31.5382	59.7996	37.3096	41.369	24.9017	36.0891	37.5974	32.7561
AT3G17760	18.6297	23.8679	13.5969	18.1419	18.064	14.0066	19.53	14.6638
AT3G17765	15.3199	18.5063	10.7301	13.3773	12.3998	10.8099	14.9701	12.4484
AT3G17770	30.9235	56.989	43.3708	34.8636	24.5445	41.6413	35.1884	32.7034
AT3G17780	17.3531	23.9977	29.3644	13.9729	14.0327	14.5955	14.4109	10.9187
AT3G17790	11.4899	15.5228	19.9039	15.3015	10.971	12.9551	15.5294	9.1253
AT3G17800	11.4426	21.7492	23.3441	17.3631	14.9002	22.2928	16.6478	10.2857
AT3G17810	12.672	25.9002	34.7704	18.6458	17.9109	21.1151	18.0244	16.6154
AT3G17820	20.6629	25.6407	17.2828	22.3567	20.5133	18.5493	15.8735	14.0308
AT3G17830	26.9044	35.1101	39.8897	23.3187	16.4311	20.1056	23.3586	19.1473
AT3G17840	21.5613	31.3483	29.0368	24.5099	15.3084	23.8912	25.7676	18.4088
AT3G17850	51.9647	89.894	56.722	53.9217	43.527	52.5774	59.6655	44.5716
AT3G17860	26.2424	27.9757	32.2722	25.6094	22.7075	27.0879	27.1441	16.1407
AT3G17880	27.9446	37.3153	38.3334	20.8906	17.6047	21.4936	24.8642	19.9385
AT3G17890	5.4849	18.5495	21.2144	13.8813	10.6138	9.54805	12.3891	8.49233
AT3G17900	41.7987	62.8696	44.3537	31.9315	38.067	41.5151	42.5445	29.4858
AT3G17910	25.2967	40.0826	31.0435	23.731	33.0152	23.5967	25.5955	18.3561
AT3G17920	41.0422	59.0645	42.6746	35.2759	30.6679	42.4405	42.0282	35.0243
AT3G17930	10.7807	18.9819	13.1054	11.0867	9.18506	12.6606	15.8305	9.17805
AT3G17940	15.7927	26.4191	29.0777	13.6522	21.0746	15.2264	17.9814	11.8682
AT3G17950	8.79475	14.4418	23.4669	11.7739	13.6245	8.45444	10.5823	8.1231
AT3G17970	33.004	48.6872	41.7327	32.069	21.8911	32.1353	36.9952	27.4814
AT3G17980	13.334	14.9175	13.9655	12.736	14.3389	12.9551	12.7332	8.80882
AT3G18000	25.5332	30.8294	31.9855	17.9586	13.9817	23.9753	29.338	20.9407
AT3G18010	15.4617	20.8845	22.4431	18.5542	21.6359	19.054	16.7769	16.7737
AT3G18020	22.3652	24.6463	28.1767	15.3473	18.7273	12.6186	16.3037	11.4989
AT3G18030	9.74043	17.4686	25.1051	8.42956	8.21553	10.3472	11.1846	9.07255
AT3G18035	17.0221	31.0889	33.6646	22.8148	17.4516	34.7431	24.7352	17.9869
AT3G18040	28.2283	43.239	25.3508	22.4941	23.1157	25.7839	32.6504	22.8396
AT3G18050	17.0221	20.625	24.4498	22.8148	26.4836	39.4541	18.7557	21.1517
AT3G18060	20.9939	40.515	32.2312	30.1907	21.9931	29.191	27.6173	21.1517
AT3G18070	17.4004	26.1596	23.3031	17.0424	16.7882	18.5493	20.3474	13.9253
AT3G18080	17.3058	25.0786	22.0745	20.2951	16.5331	24.7324	19.7451	16.3517
AT3G18090	52.6267	68.4042	49.8007	42.0104	34.8522	45.553	49.3843	34.866
AT3G18100	37.5905	52.8813	47.712	31.6567	23.575	26.7093	35.2745	24.4748
AT3G18110	40.5694	67.4961	52.5037	41.1857	28.0144	48.7077	44.9104	37.7671
AT3G18120	6.24144	6.22642	3.48113	5.63498	4.33739	5.88867	5.50626	3.05935
AT3G18130	12.0573	21.3168	23.5079	16.2177	13.5735	15.5208	13.2925	10.022
AT3G18140	22.0342	29.0999	21.7468	20.2493	13.3183	14.1328	18.4546	13.9253
AT3G18145	19.4336	30.743	23.6308	21.0281	18.5742	19.685	17.3791	15.2967
AT3G18150	11.4899	14.3554	9.87004	11.8655	9.18506	13.2074	10.8835	8.49233
AT3G18160	19.6227	29.3593	29.3234	17.5463	15.1553	17.5398	21.2937	12.8704
AT3G18165	23.3108	21.6628	27.6443	14.6143	12.5529	20.6103	18.1104	13.3451
AT3G18170	14.4215	8.0857	39.2754	13.4232	11.2262	12.5765	8.38844	7.33189
AT3G18180	13.0976	21.879	22.7707	17.867	9.23609	10.0528	10.7114	9.91651
AT3G18190	21.2776	25.1219	30.2244	16.6301	12.9101	20.6524	17.9384	14.9803
AT3G18200	11.3954	15.0472	10.3615	13.6064	10.5628	14.5955	13.5506	8.0176
AT3G18210	23.6418	29.8349	22.9755	18.3251	14.492	21.7039	23.0575	14.611
AT3G18215	16.5493	24.6895	39.5621	23.9143	13.5225	16.1097	21.2077	16.4044
AT3G18217	2.6006	3.37264	1.84295	2.70296	1.12262	3.40701	2.9252	2.0044
AT3G18220	21.0885	13.5338	17.6924	18.3709	10.4608	14.8899	12.6902	11.077
AT3G18230	23.7364	31.3915	47.8758	25.7926	18.5232	23.6388	19.401	16.4044
AT3G18235	7.94365	14.3554	7.45372	7.60493	5.05178	6.94021	7.91525	9.96926
AT3G18240	29.0794	41.3798	27.6033	26.7089	23.7791	26.1204	23.6597	21.1517
AT3G18250	2.8843	3.32941	3.80877	4.16897	1.68393	3.74351	5.37721	2.16264
AT3G18260	7.37625	7.95598	8.35472	11.9113	4.5415	9.12743	9.33483	8.33409
AT3G18270	22.507	30.8294	35.2618	22.8148	19.3907	17.0351	17.035	13.8726
AT3G18280	4.30281	4.92925	5.36504	4.21478	4.03122	6.05691	6.28058	3.53408
AT3G18282	5.24848	7.04796	6.06127	8.84187	7.60319	8.45444	6.06549	4.80001
AT3G18290	49.0804	77.6573	52.4218	47.0498	47.5582	52.1147	54.8905	37.3979
AT3G18291	1.04024	2.42139	2.08868	1.23695	3.623	2.6499	2.40899	2.47913
AT3G18295	10.5442	13.4906	18.6343	10.7202	6.58263	9.08537	6.62472	4.74727
AT3G18300	20.001	23.8247	19.822	18.2793	13.5735	14.3431	17.8523	14.2418
AT3G18310	26.4315	37.4018	40.2992	25.3345	17.9619	22.419	18.1965	19.4638
AT3G18320	10.828	14.0527	11.4263	10.3537	9.03198	11.3988	11.7438	6.80441
AT3G18330	10.4497	14.9175	10.4024	11.1325	8.01141	7.86558	11.1416	8.96706
AT3G18340	13.6177	8.21542	5.61077	7.69655	6.5316	12.1559	10.0661	9.17805
AT3G18350	28.512	39.5637	40.2992	31.4276	21.4828	27.0037	29.123	22.4176
AT3G18360	7.56538	13.3176	20.2725	14.1562	12.9101	7.15052	7.61412	7.64837
AT3G18362	9.17302	16.82	11.713	14.8434	12.706	12.0718	16.5618	13.8198
AT3G18370	32.9094	47.9089	39.8897	28.9995	28.3206	32.9765	37.4684	32.0704
AT3G18380	23.2635	29.2296	28.5863	20.066	17.9619	21.4095	23.7457	18.3561
AT3G18390	31.4436	49.7681	44.3537	35.9631	19.952	41.7254	43.4478	28.8001
AT3G18400	15.9819	16.1714	13.1464	15.3473	13.7266	14.259	19.401	11.7099
AT3G18410	11.5372	18.2036	22.3202	9.20838	14.441	10.8099	12.303	9.1253
AT3G18420	11.5372	22.7005	28.1358	12.1404	9.95048	12.913	10.7544	7.80662
AT3G18430	11.9155	25.9867	23.0983	14.0645	11.5324	12.3241	12.5181	10.9715
AT3G18440	25.0603	28.0189	33.6646	19.7453	18.8294	24.8165	21.3798	15.455
AT3G18450	9.92956	11.1989	10.4844	8.65862	7.55216	8.95919	8.60353	7.22639
AT3G18460	6.33601	8.47485	7.00322	9.84976	3.77608	6.5196	7.26998	6.22419
AT3G18470	10.497	7.04796	5.89745	6.7803	4.49047	6.89815	8.08732	6.17145
AT3G18480	36.503	57.6376	39.2754	29.87	34.6481	37.6875	35.7907	26.1627
AT3G18485	10.497	14.9607	16.9552	12.7818	8.26655	11.6511	11.3997	7.91211
AT3G18490	16.9275	14.2689	28.791	16.7217	13.2163	41.5151	12.5612	14.9803
AT3G18500	19.5281	29.4025	30.5111	20.5241	14.6961	20.4	20.3043	16.3517
AT3G18510	6.47786	9.46935	10.9349	7.87981	5.10281	5.21568	5.72135	6.75167
