ID	H3_WT	H3_atx45	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3	K4me3_atx3-145	
AT1G08805	4.42894	4.84962	4.07756	4.27653	15.4981	7.49967	18.4801	5.20921	4.50764	3.19124	5.01302	3.99687	
AT1G04127	2.87061	3.54233	2.40362	3.25831	12.7062	5.11039	15.7713	3.67012	3.64904	2.42534	3.40629	2.70756	
AT1G02590	4.67499	4.30141	3.39082	4.2358	8.43281	6.23866	9.39055	4.91323	3.91736	4.14861	4.56314	3.9324	
AT1G02600	1.23026	1.26512	0.901356	0.936763	1.88029	2.1238	1.4447	1.65748	1.07325	1.21267	1.4782	1.67611	
AT1G02610	12.3436	10.6692	10.1725	10.5895	23.0763	14.0038	22.2123	14.0293	20.7137	15.8286	20.6948	16.8255	
AT1G02620	15.2552	17.29	19.8298	18.0021	44.842	28.3395	52.5509	21.2512	15.0255	14.9988	15.8746	15.5362	
AT1G04133	6.88946	8.34979	8.41266	7.73848	17.2075	9.49073	20.0452	9.47129	5.74188	4.97833	6.29842	5.8019	
AT1G04137	1.96842	2.27721	2.48946	1.87353	3.36173	1.65922	2.34764	2.30863	3.16608	2.48917	3.47056	2.70756	
AT1G02630	19.3971	17.6273	17.555	15.9657	19.0878	11.6809	23.2356	15.2725	12.2887	12.4458	11.8256	14.0535	
AT1G02640	26.4916	23.7842	26.2252	25.5777	59.9413	41.9451	67.7805	45.4622	41.5884	43.337	39.9757	50.0253	
AT1G02650	15.4603	16.4465	13.2628	18.2058	60.6251	41.0823	73.6195	23.915	48.6181	37.4652	37.4049	18.2438	
AT1G02660	23.662	23.0252	22.5768	20.8939	45.0699	46.3254	50.8655	51.0266	50.4963	61.4633	42.3536	54.28	
AT1G02670	36.5388	31.9232	35.11	33.6827	74.9836	73.4038	81.0838	59.1364	31.3388	29.1679	33.0345	29.6542	
AT1G02680	10.2522	9.78359	9.74323	11.2819	14.9283	16.3931	15.1092	17.2259	30.1583	30.1891	23.7155	29.8476	
AT1G02681	5.1671	4.51226	5.36522	5.0911	7.52115	5.70771	9.99251	5.74197	2.84411	3.63801	4.94875	3.86794	
AT1G04143	3.85482	4.51226	3.64835	4.68381	4.15943	4.91129	4.87586	3.9661	2.73678	2.87212	4.30606	2.38523	
AT1G02690	25.8355	25.0072	20.7741	23.5413	59.2576	72.2756	66.0348	69.6732	33.8073	33.6357	31.2993	26.7532	
AT1G02700	11.9335	11.7656	12.2756	10.9153	31.5091	17.5877	42.0769	13.0822	11.1618	12.2544	9.64043	11.9261	
AT1G02705	10.5802	9.69925	9.78616	8.63451	23.646	10.1544	30.7601	11.0104	8.47866	6.44631	7.71234	7.80034	
AT1G02710	8.52981	7.54854	7.25377	6.59807	19.1448	7.23419	26.2454	7.63623	6.7078	4.53156	6.10561	5.86637	
AT1G02720	19.8072	19.272	19.7011	20.3644	50.8817	55.8161	59.4133	70.3243	76.147	84.0573	49.5518	68.7848	
AT1G02730	42.321	44.7009	42.793	42.2765	118.344	178.266	143.567	161.485	44.9691	59.1656	48.5878	56.1495	
AT1G02740	18.2899	17.0791	16.7395	19.0611	29.9707	35.3082	33.1077	44.9886	38.5296	40.7202	33.0988	37.9702	
AT1G02750	11.1544	10.5848	10.6875	11.3633	18.404	22.8972	21.1287	23.2047	30.3729	36.061	24.6152	35.3916	
AT1G02760	1.4353	1.39163	1.50226	1.42551	1.3105	1.92469	1.92627	1.18391	0.912261	1.59562	1.92809	1.80504	
AT1G02770	14.271	13.3259	14.808	12.9925	18.9168	15.9285	20.1054	15.5684	10.7325	9.2546	10.2189	12.6353	
AT1G02780	12.8767	12.356	11.9322	13.3183	12.9911	12.8755	15.049	16.338	43.8958	51.6981	30.9779	45.1259	
AT1G02790	16.9366	16.6996	16.1386	14.9475	14.2446	13.3401	15.6509	14.3845	10.3032	9.76519	10.6687	11.7972	
AT1G02800	24.3592	23.9529	21.2033	21.179	67.1776	36.0382	78.7361	30.0713	25.6506	17.6795	25.6435	23.5944	
AT1G02810	19.6432	20.1154	17.8554	18.2465	61.1379	49.1129	66.5766	28.2363	23.8261	23.1046	22.2373	21.1447	
AT1G02813	5.24911	5.10265	4.46386	5.78349	23.9879	9.75621	32.0242	7.10347	5.36624	4.72304	5.78426	5.41511	
AT1G02816	9.34998	8.34979	9.35694	8.47159	20.7401	19.8443	23.356	26.4012	46.4716	43.1456	32.0705	44.9325	
AT1G02820	7.0945	6.91599	6.48118	6.9239	27.7485	17.8532	34.0106	13.4374	12.9326	14.6797	9.06201	9.34751	
AT1G02830	5.70021	5.01831	5.66567	4.96892	12.3643	5.44224	15.2295	6.74829	3.59538	3.63801	4.82022	5.35064	
AT1G02840	25.1793	23.9529	23.1777	24.8853	30.6544	34.8436	31.964	35.6357	52.0525	55.1446	42.9963	53.7643	
AT1G02850	26.6967	26.3988	27.1695	25.6592	43.5315	35.8391	43.341	41.0817	27.3142	18.6368	22.6871	23.2721	
AT1G02860	14.5991	13.7476	13.6491	13.3183	38.1186	35.5073	37.201	33.3271	26.0263	20.2963	19.0881	22.6919	
AT1G04147	3.56776	3.1628	4.03464	2.48446	5.64086	5.97319	6.44095	6.45232	3.81003	3.70184	3.66336	4.19026	
AT1G02870	10.7443	11.4704	10.5158	11.5263	26.0391	30.6624	26.426	32.9719	37.188	42.8264	28.7928	42.3539	
AT1G04153	3.93684	4.5966	3.9488	4.27653	12.0224	14.6675	11.4372	14.5029	13.6303	14.8074	11.3757	16.8255	
AT1G02880	13.4098	12.9042	12.4473	11.6484	24.0449	27.0121	28.3522	28.8282	37.671	38.8055	27.9573	32.2973	
AT1G02890	50.3997	52.2073	47.6002	48.4673	58.5738	66.5679	61.3395	73.9944	82.5864	92.4821	72.6246	83.8053	
AT1G02900	7.66863	7.00033	5.88028	5.78349	20.6832	9.49073	23.2356	7.63623	8.47866	6.89308	7.391	6.38209	
AT1G02910	20.7094	18.6394	20.6454	19.9978	23.9309	26.1493	26.9677	32.5576	56.9358	62.0377	41.6467	56.6008	
AT1G02920	10.9493	10.1631	9.52862	9.93783	16.4098	10.1544	18.9015	14.1477	6.76146	7.40368	8.67639	9.28305	
AT1G02930	9.26797	10.121	10.0008	10.3044	27.0648	12.5437	31.4824	13.0822	7.51274	6.12718	8.29077	9.21858	
AT1G02940	10.0061	11.2596	9.4857	8.87888	12.8771	10.7517	11.7984	9.17531	5.63455	4.72304	7.26246	7.02675	
AT1G02950	10.4572	10.4161	10.2154	9.3269	8.43281	8.62794	7.46428	7.16266	6.2785	5.04216	6.81257	6.89782	
AT1G02952	8.85788	8.85583	9.01356	8.55305	7.06533	7.03509	6.74193	6.15634	5.15159	4.08479	5.65572	6.31763	
AT1G02960	20.7094	20.3262	19.7869	21.7492	27.8055	31.3261	29.9775	31.2553	36.9734	36.8269	30.528	29.6542	
AT1G02965	9.63704	10.0788	9.09941	10.1822	48.1468	39.0248	57.0054	12.9046	10.7861	9.31842	8.67639	8.12267	
AT1G02970	21.4065	20.2419	20.6883	21.9936	49.9131	51.9004	51.347	50.4346	28.8167	29.6785	24.0368	23.4655	
AT1G02980	30.0594	28.3387	29.1868	27.4105	47.9758	42.4096	46.6518	30.1897	18.5135	18.7007	25.1294	23.9167	
AT1G02990	44.1664	39.8091	40.6469	39.1404	42.7908	51.834	44.1235	55.8214	47.9205	48.7621	45.1815	45.3193	
AT1G03000	34.5703	35.9294	37.0844	37.1854	43.7025	58.2718	51.2868	65.0559	64.1802	74.1006	56.3001	69.1716	
AT1G03010	22.4318	23.0673	22.8344	26.3515	42.9617	19.3133	48.277	23.3822	15.4548	14.4244	18.8952	20.8869	
AT1G03020	5.49517	5.27133	5.15061	4.48017	5.75482	4.77855	8.00604	4.97243	3.38073	2.93594	4.24179	4.83492	
AT1G03030	17.6337	16.9948	17.555	17.9207	31.3951	32.0561	31.4824	39.365	38.9052	39.1884	33.1631	34.4246	
AT1G03040	19.6842	20.0732	18.7568	21.8306	35.5545	40.2858	35.5155	40.6673	62.8387	72.6965	53.4723	65.3681	
AT1G03050	21.4475	21.5914	20.9887	21.4641	55.3261	23.8264	72.8971	23.4414	15.1328	14.7435	18.0597	16.1809	
AT1G03055	12.2206	10.88	13.4345	11.8521	27.5206	23.1627	30.5193	24.7437	13.8449	12.4458	14.0108	14.118	
AT1G03060	122.452	120.102	118.679	117.666	95.6668	119.796	101.912	131.118	101.905	119.161	102.96	124.225	
AT1G03070	13.4509	12.1451	12.2756	12.9518	29.116	30.8615	31.4222	21.9024	11.7521	10.7226	13.0467	10.379	
AT1G03080	51.876	49.2131	49.7463	48.7117	52.3632	60.7274	54.4772	61.8002	51.5696	53.8681	55.9788	55.1181	
AT1G03090	35.0214	36.4776	34.9812	32.9089	50.4829	61.192	59.1725	69.9691	69.9221	76.4621	57.714	75.2958	
AT1G04157	3.89583	4.21706	3.04744	4.03215	2.45007	3.45118	3.37097	3.67012	2.73678	2.55299	2.37797	4.38366	
AT1G03100	23.416	21.8866	21.933	21.6677	39.7709	46.5909	42.0167	45.9358	29.8363	34.4016	23.0085	31.5881	
AT1G04163	15.2552	13.8741	13.5633	13.8478	22.2786	28.5386	23.4162	27.4667	15.2401	17.0412	11.1186	15.1494	
AT1G03103	6.72543	8.09676	6.78163	6.80171	10.1991	6.96872	11.979	6.21553	4.66863	4.08479	6.36268	5.28618	
AT1G03106	5.49517	6.19908	4.97892	5.13183	21.082	8.76068	20.4064	7.45864	6.06385	5.68041	6.36268	7.28461	
AT1G03110	17.1826	16.6996	19.4435	17.3505	29.173	30.3305	27.5697	33.0311	27.3142	30.8274	22.6871	29.4608	
AT1G03120	10.3342	9.82576	10.6017	9.48981	29.5718	27.4103	36.7194	16.4564	22.5919	24.1896	17.7384	17.2123	
AT1G03130	7.21753	9.57274	6.95332	9.612	13.5039	13.6056	13.6645	13.5558	49.6377	52.9746	36.3123	49.8964	
AT1G03140	15.2552	16.9948	15.6664	17.8392	32.0789	42.1442	38.1641	47.534	76.0933	82.5255	52.4439	76.7785	
AT1G03150	11.0313	12.103	12.1469	9.48981	16.1819	17.5877	15.7111	19.1202	27.9045	31.2742	26.0292	29.912	
AT1G04167	2.00943	2.4459	1.67395	1.91425	2.84892	2.25654	2.46803	2.24943	2.52213	1.5318	2.89213	2.64309	
AT1G03160	38.6302	38.0801	40.8615	37.2669	55.2691	69.6208	58.1492	74.0536	85.1086	103.843	70.1823	92.3792	
AT1G03165	5.57718	5.81955	4.50678	4.56163	6.38158	5.90682	4.99625	7.81381	5.09793	4.40391	6.16988	5.41511	
AT1G04173	2.13245	3.1628	1.88856	2.48446	3.30475	2.58838	2.10685	3.78852	2.52213	2.42534	2.76359	3.09435	
AT1G03170	11.9335	11.5126	13.5633	12.4223	29.8567	16.1276	30.3387	13.7926	11.1618	8.04193	12.3398	12.0551	
AT1G03180	12.9998	13.4524	13.9925	14.4587	31.3381	37.2329	38.5253	44.8702	29.6216	31.9124	25.0009	24.4325	
AT1G03190	32.5199	30.5315	29.8735	31.8907	49.2294	53.2941	47.1935	57.4789	49.2621	56.6126	44.2817	50.1542	
AT1G04177	2.46052	2.10853	2.01732	1.75134	2.62101	3.1857	3.31077	2.48621	2.73678	3.19124	3.72763	2.64309	
AT1G03200	6.56139	7.21118	8.15513	7.33119	18.8599	12.2119	19.0821	11.0104	16.0987	13.0203	13.6251	10.1211	
AT1G03210	13.4509	11.3017	11.8464	11.8114	28.4322	32.2552	31.964	24.3294	22.0016	27.8914	15.489	15.1494	
AT1G03220	17.5517	16.5731	15.7952	15.1104	57.7761	63.9131	70.8505	67.4237	74.2151	82.0149	53.2794	56.214	
AT1G03230	16.9776	14.6332	14.7651	15.8842	55.8958	57.2099	71.3922	74.2312	68.5806	85.6529	47.7523	61.887	
AT1G03240	3.69078	3.28931	2.78991	4.03215	8.54677	4.2476	7.46428	4.43967	4.34665	2.99977	5.59145	4.83492	
AT1G03250	14.7631	15.4345	13.9925	14.9882	19.7145	19.7115	19.3229	23.7966	46.3107	46.5283	32.0705	46.1574	
AT1G03260	21.8166	19.6515	22.6627	21.9936	32.9905	41.215	39.8496	54.4599	53.1794	64.0801	41.968	52.0237	
AT1G03270	24.3592	25.7241	26.6973	25.6592	44.1583	49.1129	48.4576	61.5042	46.418	49.1451	37.662	43.9655	
AT1G03280	27.3118	25.218	26.3969	26.8403	26.2671	30.8615	30.3387	34.807	34.1293	39.9543	32.6489	36.9388	
AT1G03290	42.485	41.0742	41.0761	41.4212	73.5022	91.257	80.9032	97.6727	66.0584	72.2497	62.6628	69.0427	
AT1G03300	19.1511	18.3021	18.7568	17.7985	38.1186	51.5022	45.6284	54.9927	34.4513	42.252	28.857	37.9702	
AT1G03310	25.1793	27.0736	27.5128	26.7181	34.9278	42.476	36.4787	47.1197	35.4172	41.9967	35.8624	44.0945	
AT1G03320	7.62762	7.59072	9.22817	7.81993	10.2561	9.09252	12.5207	9.17531	7.08344	6.57395	6.61976	8.12267	
AT1G03325	1.72237	1.93985	2.06024	1.66988	3.13381	2.38928	4.3341	1.47989	1.87818	1.85092	1.67101	1.16038	
AT1G03330	10.9083	10.1631	10.8592	10.508	16.2389	17.6541	15.9519	20.4225	23.6115	27.317	21.7231	26.8822	
AT1G03340	15.5013	16.32	14.5505	15.7213	30.3695	22.9636	32.265	23.0271	16.1524	14.1053	17.9312	14.5692	
AT1G03350	15.1322	14.2958	12.8765	16.4544	25.0135	33.649	28.1114	36.8788	66.4341	71.2923	44.346	60.5332	
AT1G03360	15.4193	14.338	14.2071	15.8028	35.5545	45.6617	42.8594	50.3162	38.2613	44.6774	30.271	39.5819	
AT1G03365	30.2644	29.3086	27.3411	28.6731	31.794	35.3745	32.1446	42.384	42.6079	49.3366	43.7676	49.3162	
AT1G03370	41.1317	40.779	38.3291	36.6559	57.3203	72.5411	65.2523	80.4468	70.2441	72.505	57.1999	71.7502	
AT1G03380	46.5039	44.5322	40.604	41.8692	46.6084	57.6081	48.8188	61.6818	61.8728	68.3564	51.9298	66.464	
AT1G03390	14.271	14.085	13.8637	13.3998	11.1108	12.4773	13.2431	11.5431	9.87388	8.93547	12.2755	11.3459	
AT1G03395	6.31534	6.62079	6.60995	5.53912	5.69784	5.24313	6.32056	4.61725	4.29299	4.40391	6.16988	4.89939	
AT1G03400	15.6653	16.7417	16.5678	14.9882	30.7114	29.0031	32.4455	26.5788	27.4215	25.3384	18.6382	21.1447	
AT1G03410	26.2456	23.1095	22.3193	23.2969	40.7966	38.8921	46.0498	36.8788	74.9127	75.5047	51.5442	66.2062	
AT1G04183	17.1416	14.338	15.1085	14.5809	30.2555	30.2642	35.6359	28.769	68.9025	69.952	43.2534	59.7596	
AT1G03420	9.30897	7.7594	8.62727	7.16827	14.7004	19.3797	17.5772	18.9426	61.8191	63.2504	36.3766	53.2486	
AT1G03430	10.7853	9.23537	9.872	10.9968	21.196	26.1493	24.1385	26.5788	28.763	29.2318	20.8876	23.1431	
AT1G03440	15.7883	14.9284	14.1213	15.6399	41.9931	42.9406	48.5178	52.8024	81.9962	90.1844	56.1716	66.3351	
AT1G03445	36.6618	38.0801	35.8396	34.2529	45.4118	39.423	45.3876	34.9846	24.2017	21.1898	28.0215	27.7202	
AT1G03457	23.9081	24.2481	21.5467	22.2787	41.2524	35.3082	41.1137	30.5449	23.8261	23.9343	28.5357	23.9167	
AT1G03470	12.9998	10.88	11.7176	13.9293	36.7511	35.4409	32.6863	37.826	18.7818	19.9772	17.8027	20.4356	
AT1G03475	18.823	18.0912	18.5851	19.1018	35.2127	40.2195	34.6728	39.8978	70.3514	86.2911	52.3797	74.9735	
AT1G03490	12.0155	12.609	12.5761	11.6484	13.9597	10.4199	14.447	9.53048	8.37134	7.2122	9.83324	6.96228	
AT1G03495	14.066	13.4946	12.4473	13.6442	14.4725	15.5967	14.6276	16.634	12.2887	10.9779	10.9901	10.8302	
AT1G04187	1.72237	1.729	1.45934	1.66988	2.84892	3.25207	3.06999	4.43967	3.05876	4.46774	3.14921	4.1258	
AT1G04193	2.21447	2.31939	1.63103	1.75134	5.0141	4.84492	6.07978	5.74197	4.82962	7.33985	3.72763	6.51103	
AT1G03502	2.09144	1.93985	1.50226	1.58842	6.03971	6.70324	7.04291	6.86668	7.83471	7.9781	5.07729	8.57392	
AT1G03506	1.3943	1.26512	1.80271	1.58842	5.07108	8.69431	7.1633	8.34657	9.87388	10.7226	7.58381	9.02518	
AT1G04197	2.3785	2.27721	1.93148	2.64737	6.95137	11.2163	7.2235	9.41209	10.8935	14.7435	9.89751	12.3129	
AT1G03510	14.025	13.1151	14.5075	13.3183	25.9822	32.4543	32.3853	39.0691	27.6361	36.061	23.6512	31.846	
AT1G03515	1.31228	1.85551	1.54518	1.95498	2.73496	2.92023	3.49136	4.20288	3.75637	3.70184	3.14921	4.25473	
AT1G03520	17.0596	16.5731	15.1085	16.9432	26.552	31.6579	27.8707	32.2616	43.3592	45.0603	33.5487	42.8052	
AT1G03530	29.8953	30.8689	31.2899	29.6506	46.4944	58.4045	49.3606	60.3795	44.7544	55.0808	40.7469	49.3806	
AT1G03540	21.6526	20.1154	16.6107	19.2647	47.0072	62.0548	55.1996	76.599	39.8712	51.1237	30.2067	40.6133	
AT1G03550	17.8798	20.2841	15.7094	15.9657	19.0308	21.3707	19.3831	22.6719	13.8449	14.0415	14.5892	15.6651	
AT1G03545	15.0092	17.7538	13.6062	13.8478	16.4098	18.5833	16.7946	19.7713	11.8057	11.9991	12.4683	13.0221	
AT1G08825	3.89583	3.50016	3.3479	3.78778	10.3701	5.57498	9.87211	6.27473	9.44458	6.12718	8.48358	7.09122	
AT1G03560	18.823	16.7839	17.2975	18.9796	25.6403	29.7332	29.195	32.9127	40.3541	47.4218	32.906	43.3853	
AT1G03570	0.779165	0.463877	0.901356	0.529475	1.99425	1.85833	2.28744	2.13104	2.41481	2.42534	1.60674	2.2563	
AT1G03580	11.6465	11.6391	11.7606	10.7524	16.4098	12.1455	21.7307	12.4903	10.3568	7.9781	10.9901	10.0566	
AT1G03590	24.1541	22.6878	22.6627	24.1929	40.3407	47.52	47.2537	47.7708	40.0858	41.167	34.1271	44.3523	
AT1G03600	11.4414	10.4161	9.44278	9.81565	17.7773	18.0523	19.8044	20.1857	52.7501	57.9529	38.7545	45.5772	
AT1G03610	16.4855	16.4044	15.7094	16.0064	24.1589	28.6049	26.9075	29.5978	59.5116	65.9948	45.3743	65.8194	
AT1G03620	12.6717	14.6754	13.3057	14.1736	26.2101	17.5877	25.824	15.6276	12.1277	10.1481	17.417	17.9859	
AT1G03630	17.8798	16.9104	18.5422	17.3912	44.842	42.7415	51.4072	53.7496	67.1853	83.2275	53.0866	71.1056	
AT1G03640	0.779165	0.759072	0.686748	0.977492	1.48144	1.12827	0.963133	1.42069	1.18057	1.59562	1.60674	2.0629	
AT1G03650	9.8831	10.2053	7.25377	10.5895	28.3753	34.5118	29.0746	37.1156	19.8551	23.8705	15.1676	22.1117	
AT1G03660	11.0723	10.9222	10.0866	9.40836	25.3554	20.5743	28.7736	21.192	8.69331	9.2546	11.0544	11.8617	
AT1G04203	3.11666	1.85551	2.31777	2.19936	8.09094	5.84045	8.36722	4.91323	2.30748	2.10622	1.60674	2.38523	
AT1G03670	19.9712	19.525	18.628	18.6538	31.68	19.9106	37.8632	19.7713	11.4301	12.5735	15.3604	15.8585	
AT1G03680	8.77586	8.89801	9.95784	10.1822	15.84	20.5743	17.216	22.6127	47.3302	48.2516	29.6283	47.4467	
AT1G03687	18.864	17.7538	18.5422	17.0246	23.874	27.2112	25.9444	32.7943	38.5833	42.1244	25.8364	37.9702	
AT1G03700	7.01249	7.42203	7.03916	7.94212	8.88864	6.23866	9.45074	7.22186	5.25892	5.16981	5.97707	7.09122	
AT1G03710	12.6717	12.0186	13.6491	12.7481	29.059	23.5609	29.5561	13.319	9.49825	8.9993	9.96178	10.8302	
AT1G03720	9.92411	10.1631	9.39986	9.57127	13.5609	11.6145	15.049	8.93853	5.63455	5.42511	7.13392	7.28461	
AT1G04207	1.80438	1.89768	1.67395	1.79207	4.55827	2.1238	3.91273	2.13104	1.2879	1.2765	1.67101	1.41824	
AT1G03730	8.85788	8.56064	8.36974	7.73848	16.9226	16.7913	17.3966	19.1794	44.4325	48.5707	28.0215	47.4467	
AT1G03740	27.3938	27.2422	26.1823	25.4962	37.4918	41.8787	39.669	48.7179	38.1003	45.188	35.0912	37.39	
AT1G04213	1.4353	1.09644	0.557983	1.46624	2.79194	1.39374	1.68548	2.36782	4.40032	5.29746	3.59909	3.86794	
AT1G03743	0.984209	0.885583	0.128765	0.896034	2.45007	1.99106	1.74568	2.30863	4.66863	5.42511	3.66336	3.61007	
AT1G03746	1.51732	0.63256	0.25753	0.366559	2.45007	2.85386	2.04666	1.77587	5.09793	4.78686	4.4346	3.9324	
AT1G03750	26.7787	26.3988	24.7229	24.6409	38.9732	45.6617	42.4381	49.3691	49.9597	48.7621	34.5127	40.7423	
AT1G03760	15.9934	15.6453	15.366	14.3773	27.6915	32.6534	35.5757	38.5955	28.6557	31.4656	26.8004	31.7815	
AT1G03770	25.7945	22.8987	22.8344	23.4191	49.2294	55.2188	48.879	55.1703	25.3823	28.3382	26.3505	22.9498	
AT1G03780	35.3085	37.4475	35.2817	34.9453	96.1226	141.1	108.653	140.471	36.5978	43.4009	34.2557	42.4828	
AT1G03790	17.6747	19.5672	18.4993	18.8574	47.6909	35.3745	49.7819	18.9426	12.1814	12.8926	12.3398	12.5063	
AT1G03800	11.4414	12.4825	12.1898	12.3001	56.1807	31.1269	64.5901	24.8621	22.8602	18.0624	19.6665	15.4073	
AT1G03810	8.07871	6.40994	7.8976	7.73848	5.75482	5.97319	6.38076	7.87301	4.29299	3.63801	6.55549	4.44813	
AT1G03820	8.81687	8.77149	8.02636	7.94212	18.2331	11.6145	18.5403	15.45	8.15669	7.85045	10.026	11.0881	
AT1G03830	36.0056	34.4112	34.0799	33.7235	55.9528	57.7408	61.159	68.7852	39.7102	44.9327	41.0682	43.6432	
AT1G03840	21.1605	22.2239	22.2335	22.5638	38.2895	26.5475	41.1137	19.9489	18.4599	17.1689	20.6305	19.0174	
AT1G03850	11.2364	11.6813	9.4857	10.9561	28.2613	20.6407	32.7465	13.4374	15.8304	10.0205	11.8899	12.0551	
AT1G03860	18.782	20.8323	19.744	20.5273	26.6089	31.9234	27.3289	33.2679	31.4998	38.9331	30.271	35.8429	
AT1G03870	10.5392	11.5548	9.74323	9.40836	24.7286	15.8621	29.0144	13.2598	29.9973	32.7421	24.2296	32.2973	
AT1G03880	23.785	22.5613	22.491	20.4051	24.8996	21.1716	27.5095	16.1012	11.1081	13.0203	15.1033	15.6007	
AT1G03890	19.5201	17.9647	19.1431	17.7985	20.5122	17.9196	26.3658	15.0949	11.1081	10.914	12.2112	14.3114	
AT1G03900	15.3373	15.3923	14.3359	14.2144	24.2728	28.8704	33.1077	32.084	57.7944	61.5909	30.5923	39.5174	
AT1G03905	19.8072	18.2177	17.1258	17.88	42.392	40.7504	41.1137	30.5449	23.6651	23.4237	19.8593	19.7909	
AT1G03910	36.3747	33.0618	33.2214	33.7642	35.7255	39.7549	38.5855	41.6145	51.8379	55.4638	46.5954	52.5395	
AT1G03920	19.1511	18.8081	19.9586	17.7578	37.6058	20.6407	33.9504	16.8115	15.1328	11.6799	15.6818	14.5048	
AT1G03930	23.703	21.7601	19.4865	20.283	29.173	35.1754	33.1077	39.7202	41.6957	49.5919	36.955	40.0331	
AT1G04217	1.68136	1.81334	1.50226	1.99571	6.89439	8.82705	7.10311	7.63623	13.3083	12.5097	8.8692	11.4104	
AT1G03935	1.14824	1.47597	1.20181	1.62915	5.92576	5.84045	4.99625	6.21553	9.7129	10.6587	6.87684	9.08965	
AT1G04223	2.25548	2.53024	1.20181	2.81029	5.69784	8.22973	6.32056	9.23451	6.38583	8.10575	6.61976	8.83179	
AT1G03940	18.741	18.6394	17.8984	20.2015	26.2101	30.1978	29.0144	31.492	23.3968	21.6366	21.7874	26.0441	
AT1G04227	1.31228	1.56031	0.815513	1.22186	3.30475	4.38034	4.03312	5.86036	3.86369	4.21244	4.37033	5.47958	
AT1G03950	12.7537	14.1693	11.4601	12.9925	30.9393	32.9853	34.6126	32.38	25.8653	22.594	22.173	21.467	
AT1G03960	29.0342	23.236	24.4654	26.5145	47.463	60.3292	57.186	65.2335	51.2476	58.4635	45.5671	57.5033	
AT1G03970	10.7853	9.48839	9.52862	10.8339	25.0135	32.6534	27.5697	36.7012	54.6283	58.9103	36.1195	54.1511	
AT1G04233	4.10087	4.47009	3.3479	4.19507	6.49554	7.4333	7.82546	10.1224	33.7	34.7845	20.5663	32.0394	
AT1G03980	15.5423	14.2537	15.0226	13.3591	24.3868	18.3178	21.2491	17.8179	11.6447	13.0841	13.9465	14.5692	
AT1G03982	6.19231	6.62079	6.82456	7.00536	11.9085	7.30056	9.63133	6.15634	6.49315	5.04216	8.2265	5.15725	
AT1G03990	28.5421	30.3207	30.3027	27.94	45.2979	47.3209	57.7278	44.2783	24.953	29.0403	26.5433	27.5268	
AT1G04000	9.55503	10.6692	9.01356	10.5895	16.9796	21.7026	22.6938	23.3822	37.5637	41.8691	27.2503	39.5174	
AT1G04010	36.2517	33.1461	31.7192	36.1672	55.7819	69.9527	59.7143	74.9416	50.4963	51.5066	38.8831	47.9624	
AT1G04020	29.8133	29.2664	29.2297	27.94	79.8838	103.403	92.1598	116.615	30.1046	31.9762	32.9703	38.8083	
AT1G04030	21.1195	20.1576	21.6326	18.8167	57.4343	61.3247	64.8309	55.1703	25.436	25.4661	23.7155	20.9513	
AT1G04040	11.4414	13.1994	13.2628	13.1554	31.9079	20.5743	33.83	17.4035	14.3815	12.4458	14.2036	11.4749	
AT1G04237	2.66557	3.75319	3.99172	3.62486	9.11655	4.97766	9.08957	4.67645	3.91736	3.76566	4.62741	4.06133	
AT1G04050	29.6493	28.5495	27.5987	28.1436	49.7422	47.9846	54.0558	47.8892	26.4019	25.9767	28.6642	26.3664	
AT1G04070	5.00306	5.44001	5.49398	6.59807	16.0109	23.2954	16.8548	21.784	26.4556	29.8062	18.5739	25.0127	
AT1G04080	45.9708	47.5263	44.982	43.7835	42.9048	48.8474	45.6284	53.0984	48.5645	50.9322	50.0017	54.6024	
AT1G04090	18.4539	21.5914	18.4993	21.0975	47.4061	33.2507	55.019	28.8874	18.9965	20.6792	21.5946	21.9183	
AT1G04100	12.6717	13.3259	11.6318	13.6034	33.6173	43.9361	37.2612	45.9949	28.7094	37.529	20.9519	26.302	
AT1G04105	5.70021	5.98823	6.13781	6.84244	24.1589	33.8481	27.2687	35.0438	21.304	28.6573	12.5968	17.7925	
AT1G04110	27.3118	30.0677	27.2553	25.3333	45.4118	46.259	48.879	34.7478	17.6549	22.4025	19.8593	22.7564	
AT1G04120	52.7372	52.3338	49.4029	51.7256	69.0579	81.8327	67.1183	93.0554	77.4885	81.0575	74.2956	85.9971	
AT1G04243	2.46052	1.93985	2.23193	2.36227	2.33612	2.25654	2.22725	2.78219	2.20016	1.78709	1.86382	1.8695	
AT1G04130	19.8482	17.5008	18.3705	16.2101	39.4291	48.6483	43.8828	56.0582	42.1787	42.8903	33.4202	37.0033	
AT1G04140	41.0907	39.5139	40.0031	39.3848	39.7709	39.7549	37.0806	46.9421	53.3404	65.8672	52.7653	63.4341	
AT1G04150	35.6366	36.3511	36.3976	35.149	97.0913	67.2979	107.51	42.5024	30.3193	23.8067	28.3429	27.8491	
AT1G04160	69.5508	69.3707	67.6447	73.597	82.9036	89.6642	83.01	95.0681	72.6589	71.1647	67.2259	63.1763	
AT1G04170	22.0217	22.8987	20.4307	21.6677	22.4495	25.6183	20.4064	27.3483	35.7392	35.1675	28.6642	35.5205	
