ID	H3_WT	H3_atx45	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3	K4me3_atx3-145	
AT2G04495	7.17652	8.30762	7.12501	6.55734	5.8118	4.38034	4.69527	7.69542	4.07834	4.34009	5.20583	5.15725	
AT2G04500	16.8956	16.9526	15.7523	17.0654	15.897	11.0172	14.8082	12.5495	9.55191	7.7228	11.2472	9.28305	
AT2G04510	10.2932	11.133	12.9624	9.77492	8.77468	8.22973	8.90898	7.34025	6.60048	3.51036	7.32673	6.76889	
AT2G04515	7.66863	6.70513	6.43826	6.96463	6.55252	5.50861	4.57488	4.97243	4.50764	3.89331	4.88449	4.19026	
AT2G04520	8.98091	8.4763	9.44278	9.40836	11.0538	11.7473	10.2333	10.8328	31.8755	32.4868	24.1653	29.5897	
AT2G04530	16.4035	18.2599	13.9496	16.4544	33.6173	44.5998	40.6322	49.7243	30.3193	38.8055	21.9802	32.7485	
AT2G04540	24.2771	26.2301	23.8216	23.8671	29.8567	36.8347	31.1212	36.642	40.0858	42.5073	31.7492	40.0331	
AT2G00390	2.50153	4.04838	2.48946	3.46195	5.07108	2.45564	4.39429	2.723	4.40032	2.87212	4.49887	2.77202	
AT2G04550	13.943	11.6391	12.4473	11.4855	17.3784	22.6317	16.3131	21.0144	45.3984	45.1241	32.4561	45.5127	
AT2G04560	20.0533	20.8323	20.5166	20.6495	26.8938	30.2642	28.8338	37.6484	35.7392	41.8691	30.3352	36.3586	
AT2G04570	15.0912	16.4044	15.4089	15.1104	13.105	13.141	13.845	11.0696	10.3568	9.95667	11.44	11.0881	
AT2G04580	13.1228	15.1814	13.4774	14.1736	5.64086	7.36693	3.79234	6.80749	5.4199	4.72304	8.54785	5.67297	
AT2G04775	3.07565	3.1628	2.87576	3.46195	3.01986	1.85833	0.902937	1.59828	1.98551	1.72327	1.86382	1.41824	
AT2G04785	2.78859	2.95194	2.40362	3.13612	2.9059	1.65922	0.842741	1.59828	1.7172	1.5318	1.60674	1.28931	
AT2G04805	3.48574	2.82543	2.53238	2.72883	4.95712	2.52201	3.91273	1.71667	2.46847	1.65944	2.57078	1.61164	
AT2G04590	8.36577	7.29552	7.25377	7.81993	3.24777	4.38034	2.8894	4.49886	4.18567	3.06359	5.65572	2.96542	
AT2G04600	13.4509	11.8921	11.7606	11.9743	6.83741	7.16783	4.57488	6.09714	5.36624	4.27626	8.93347	6.70442	
AT2G04610	2.21447	2.53024	2.27485	2.76956	2.33612	2.45564	1.86607	2.30863	1.82452	1.2765	2.82786	2.19183	
AT2G04620	21.2835	21.0431	22.4051	20.8124	31.1102	38.9585	31.1212	41.3185	55.4869	65.2928	40.4898	49.3162	
AT2G04621	8.40678	8.43413	8.84188	7.81993	6.26763	6.83598	5.89919	7.28105	5.63455	3.95714	5.71999	5.35064	
AT2G04622	3.23969	2.61458	2.9616	2.36227	1.99425	1.72559	0.842741	1.24311	2.09283	1.72327	2.12089	1.93397	
AT2G04625	2.95263	2.69892	2.9616	2.64737	2.16518	3.38481	1.68548	2.24943	2.1465	2.36152	2.76359	2.70756	
AT2G04630	10.9493	11.4282	10.0437	10.5895	14.1876	12.7428	13.1227	15.0357	19.9624	20.1048	14.2678	16.6966	
AT2G04650	16.7315	16.1935	12.9624	14.6216	21.025	22.1672	24.1987	19.2386	23.8261	24.6364	20.6948	18.1148	
AT2G04660	32.5199	30.5315	31.9767	33.0718	32.1928	38.0293	37.3816	38.7139	30.4802	32.2315	32.199	30.3633	
AT2G04670	78.6137	82.7388	82.1093	70.8274	24.6717	29.4014	27.2687	28.7098	27.9045	26.9341	30.4638	29.912	
AT2G04675	7.70964	5.94606	5.83736	5.66131	3.36173	3.1857	3.13018	3.07817	4.82962	2.55299	5.2701	3.67454	
AT2G04680	23.2519	19.9889	21.4179	21.8306	23.4751	17.7205	21.8511	15.45	11.7521	9.19077	13.1753	11.9906	
AT2G04690	11.9335	9.02452	10.6875	10.5895	13.5039	12.0127	12.8819	14.5621	38.2613	39.6352	29.4997	36.0363	
AT2G04700	14.6811	14.2958	13.9496	14.2958	16.3528	17.6541	16.1927	16.3972	36.2221	33.9548	28.7928	30.041	
AT2G04710	14.271	13.5789	11.7606	13.6849	5.8118	6.30503	5.35743	6.45232	6.22484	5.36128	7.77661	6.44656	
AT2G04720	7.58661	8.39196	7.94052	7.61629	4.72921	5.37587	2.70881	4.49886	4.93694	3.12742	6.10561	4.06133	
AT2G04730	9.96511	10.7113	10.4729	8.67524	4.72921	6.17229	4.3341	6.51151	5.31258	4.72304	5.39864	5.09278	
AT2G04740	20.7094	23.2782	24.2079	22.9711	26.552	33.8481	30.5795	40.0754	55.6479	63.761	41.3253	58.2124	
AT2G04750	22.8418	23.1095	21.7184	22.0343	16.4668	17.6541	16.5538	15.8644	10.8398	10.9779	16.3245	13.4088	
AT2G04760	31.2076	30.1942	29.3155	28.2658	12.3643	14.7339	11.4372	15.6276	14.3279	12.2544	15.6175	12.8931	
AT2G04770	12.2616	11.5969	10.1725	9.73419	4.38734	4.2476	4.09332	4.61725	4.82962	3.25506	6.10561	4.89939	
AT2G04780	14.5991	14.5489	13.4774	16.3323	24.6717	27.1448	27.8105	19.2386	34.7732	36.6354	26.6076	22.2406	
AT2G04790	5.45416	4.80745	6.26657	7.73848	10.9399	6.30503	14.6276	5.68277	17.2256	9.63755	10.0903	6.51103	
AT2G04795	6.39736	5.44001	4.46386	5.78349	13.4469	8.76068	13.2431	11.1288	18.8892	16.7221	12.3398	17.2123	
AT2G04800	5.94626	5.86172	4.3351	5.57985	6.21065	4.11486	7.1633	5.2684	4.93694	3.12742	6.42695	4.96385	
AT2G04810	10.6213	9.15103	9.05649	9.612	8.88864	8.62794	7.94585	6.09714	5.15159	4.53156	5.33437	4.89939	
AT2G04820	22.2267	19.8202	20.5595	18.0021	44.5571	47.6528	34.432	15.1541	11.3764	9.44607	10.0903	10.379	
AT2G04830	4.42894	4.47009	4.85016	4.88746	7.57813	7.10146	5.23704	3.13736	2.79045	2.17004	3.85617	2.51416	
AT2G04815	3.40372	3.37365	2.9616	3.38049	3.07684	3.11933	2.8894	1.89426	2.09283	1.97857	2.82786	1.99843	
AT2G04840	9.84209	11.1752	8.62727	11.0375	7.80605	6.23866	6.74193	6.6891	5.25892	6.7016	7.96942	7.15568	
AT2G04842	29.7723	29.0977	24.7658	26.6774	25.3554	27.4767	22.2725	27.9995	56.7748	62.9313	46.1455	56.4719	
AT2G04845	13.984	14.591	12.619	12.7888	18.9168	22.8972	21.1287	22.9679	28.2801	26.6788	23.4584	26.4309	
AT2G04850	18.6179	19.2298	16.6107	17.6763	27.6345	26.0166	29.9775	19.7713	27.4752	26.9341	22.7514	19.0174	
AT2G04852	13.5739	15.3501	12.1039	14.7031	11.9655	13.9374	12.3401	10.0632	10.2495	10.9779	10.7973	8.63839	
AT2G04860	18.1669	19.272	20.0444	18.5723	30.7684	38.7594	29.3756	42.2064	26.3482	28.785	21.4018	31.846	
AT2G04865	27.6399	27.0314	25.3238	28.388	29.5718	33.649	27.8105	36.2869	33.7537	34.2739	29.6283	34.8114	
AT2G04870	3.48574	2.53024	2.53238	2.93247	1.36748	1.72559	1.86607	1.53908	1.07325	1.78709	2.18516	1.09592	
AT2G04880	21.5706	19.8624	21.4609	18.8167	18.8029	19.1806	17.3364	21.0736	37.188	37.0184	29.7568	36.7454	
AT2G04890	18.5359	21.4227	19.1002	18.0836	21.8227	25.7511	22.8142	26.4012	29.246	31.9124	22.5586	27.6557	
AT2G04900	9.18595	9.9101	9.65739	11.0375	13.4469	15.7958	13.4839	16.1604	19.2648	22.8493	12.9824	18.2438	
AT2G04910	4.79802	5.77738	5.75151	4.92819	4.72921	3.78302	3.43116	2.54541	2.62946	2.99977	2.76359	3.02988	
AT2G04920	9.06292	8.98235	8.41266	9.44909	7.29324	5.84045	4.75547	4.55806	3.81003	3.82949	7.77661	3.99687	
AT2G04925	4.79802	5.18699	3.5625	3.86924	2.50705	2.32291	1.5049	1.77587	1.98551	1.91474	3.02067	2.12736	
AT2G04930	8.32477	8.81366	9.09941	7.7792	7.80605	8.4952	8.78859	5.44599	4.88328	4.02096	6.16988	5.35064	
AT2G04940	30.1824	30.8689	30.0452	30.9539	26.8368	33.1844	28.6532	32.9127	39.4955	39.8267	31.6849	34.747	
AT2G04950	18.1258	16.7839	18.3276	16.3323	9.80029	8.16336	6.62154	8.70175	7.78105	6.31866	10.2831	6.63996	
AT2G04970	33.094	27.7905	29.4872	29.7728	13.9027	15.5967	9.08957	15.3908	13.5229	10.5949	19.6022	13.6667	
AT2G04980	36.8258	39.05	37.6424	38.448	17.2075	20.9062	11.1964	17.5219	17.2256	13.9776	25.1937	16.1164	
AT2G04990	27.5168	25.8084	25.6243	23.6634	10.541	12.6764	10.4741	10.596	8.31767	9.19077	13.8822	9.54091	
AT2G05000	8.07871	8.22327	7.68299	8.39014	3.24777	3.65028	2.58842	3.43334	3.59538	2.87212	4.17752	3.61007	
AT2G05010	24.6462	22.9408	20.3449	20.5681	9.28748	11.6145	7.2235	10.7144	8.21035	8.61635	12.2755	8.89625	
AT2G04835	4.14188	4.04838	3.60543	3.78778	2.22216	2.1238	1.5049	1.3615	1.77086	1.2765	2.76359	2.12736	
AT2G04825	4.63398	4.63877	4.07756	4.27653	2.62101	2.19017	1.80587	1.65748	2.03917	1.46797	2.9564	2.70756	
AT2G05020	20.8324	18.5973	18.1559	19.0204	11.2248	9.62347	7.46428	8.99772	8.63965	7.78663	12.6611	7.80034	
AT2G05025	16.4035	15.8562	15.1943	13.8071	6.78043	8.03062	7.40409	8.52416	6.86879	6.9569	7.64808	7.73587	
AT2G00400	7.5456	6.62079	6.35242	7.08681	3.47568	4.04849	2.58842	3.61093	3.91736	2.80829	4.75595	3.28775	
AT2G00410	10.1291	9.1932	10.2154	9.8971	14.0167	8.42883	15.4703	6.80749	13.8449	8.55252	11.3114	6.25316	
AT2G05030	9.34998	10.5427	9.78616	9.93783	4.15943	4.44671	4.99625	4.73564	4.5613	3.12742	4.49887	5.47958	
AT2G05040	44.4124	41.8754	44.982	39.0589	19.1448	20.2425	14.9888	18.7058	16.3134	14.4244	22.3015	18.9529	
AT2G05050	11.6055	9.57274	9.52862	9.3269	5.0141	4.11486	3.06999	5.86036	5.36624	4.85069	6.81257	5.28618	
AT2G05060	9.26797	7.63289	10.43	9.16398	14.3586	20.7071	17.9985	15.2133	19.2648	20.4239	13.2395	15.7296	
AT2G05070	13.5739	14.6754	14.9797	14.4995	13.5039	16.3931	17.9985	17.1667	61.8191	72.2497	47.4952	73.7486	
AT2G05080	32.2738	36.2668	32.2771	32.5016	17.8912	14.8002	12.4605	15.6276	12.557	13.1479	20.3734	14.118	
AT2G05082	9.18595	8.13893	8.06929	8.30868	4.38734	4.64581	3.67194	4.0253	3.64904	2.80829	6.94111	4.1258	
AT2G05084	8.98091	7.80157	7.55423	7.90139	4.15943	4.77855	3.61175	3.49254	3.05876	2.48917	5.07729	4.83492	
AT2G05087	8.57082	6.7473	8.11221	8.34941	4.61525	3.71665	3.13018	3.07817	3.64904	2.68064	7.51954	3.48114	
AT2G05090	18.0848	17.6695	16.3103	16.5359	12.1934	9.62347	7.10311	8.76094	9.2836	5.48893	12.2112	8.12267	
AT2G05100	16.9366	15.561	15.8381	16.373	15.3272	20.2425	19.0821	24.0334	72.2296	85.7167	56.4287	86.4484	
AT2G05110	55.7718	53.5567	59.79	51.8885	21.253	27.0121	17.6374	23.3822	22.9138	18.3177	29.4997	21.4026	
AT2G05115	12.3436	12.6512	12.8765	9.12326	5.75482	5.77408	3.67194	6.39312	6.06385	3.38271	8.09796	4.57706	
AT2G05105	8.57082	9.44622	7.98344	7.7792	3.47568	3.38481	2.22725	3.67012	1.93185	2.36152	4.4346	2.83649	
AT2G04855	8.52981	9.99444	8.15513	8.26795	3.7036	3.65028	1.4447	3.37415	2.89777	2.29769	4.49887	2.64309	
AT2G05117	4.01885	4.30141	3.51958	3.99142	2.05122	2.65475	1.56509	1.65748	2.95143	1.2765	2.50651	1.03145	
AT2G04875	4.42894	4.76528	3.82003	3.78778	2.45007	1.85833	1.86607	2.19024	2.89777	1.2765	3.34202	2.12736	
AT2G05120	46.4629	46.5564	43.0934	45.0461	49.0015	59.1346	49.3606	66.3582	47.2766	48.5069	39.6543	50.4121	
AT2G05130	13.8199	11.6813	10.945	11.2819	6.83741	6.57051	4.93606	5.20921	5.25892	3.70184	9.06201	5.67297	
AT2G05133	6.35635	6.53645	6.22365	6.6388	16.2389	6.57051	14.146	4.91323	3.75637	3.63801	5.33437	2.38523	
AT2G05140	11.6875	10.627	9.78616	10.8746	12.2504	8.76068	11.6178	6.09714	4.5613	2.48917	6.61976	6.25316	
AT2G05150	2.29649	1.85551	1.75979	2.76956	1.48144	1.26101	0.963133	1.24311	1.12691	0.957372	1.67101	0.58019	
AT2G05160	21.3245	22.4348	19.3148	21.9121	27.7485	19.446	27.5095	16.2788	22.2699	13.3394	20.6948	16.3743	
AT2G05170	35.8826	34.9173	34.4232	34.7417	30.0846	39.2903	31.964	45.7582	52.1599	53.2299	46.8525	51.9593	
AT2G05171	9.59604	8.60281	9.31402	7.41264	6.6095	5.64134	4.87586	6.33392	4.66863	4.91451	5.71999	6.25316	
AT2G05180	15.9934	15.1393	16.0957	15.3548	27.9764	16.7913	29.3756	16.042	14.8645	12.2544	12.5968	14.8916	
AT2G05185	8.40678	9.44622	8.19805	9.53054	17.1505	15.3976	17.0354	15.6868	23.4505	22.3387	19.0238	13.6667	
AT2G05190	4.14188	2.99412	3.30497	3.46195	1.99425	2.05743	1.5049	1.65748	1.77086	1.85092	1.67101	1.8695	
AT2G05200	47.4881	47.1046	45.4541	45.8199	19.3727	22.8309	15.8315	17.8179	20.6064	14.6797	26.6719	18.3082	
AT2G00420	7.91468	8.01242	6.35242	5.66131	5.35597	3.65028	3.55155	3.43334	3.64904	3.25506	6.61976	3.15881	
AT2G05210	26.0405	27.6218	25.1092	26.0664	24.9566	28.7377	25.824	32.4392	37.6173	38.2949	29.0498	31.008	
AT2G05220	11.8925	14.5489	11.6747	14.2958	10.3131	11.8136	8.608	10.8328	25.9726	25.9129	21.466	25.3994	
AT2G05230	27.5168	28.17	28.8434	26.0664	22.7344	25.1538	20.1054	25.8685	34.9342	36.5078	30.4638	31.4592	
AT2G05240	39.9835	39.9778	40.046	39.1811	22.0507	24.1582	16.5538	21.784	18.4062	19.2113	27.7644	19.5331	
AT2G05250	28.5421	27.3266	27.1265	27.94	21.196	27.0785	20.1054	24.211	32.7877	35.6781	30.2067	34.747	
AT2G05260	14.353	15.4766	14.1642	14.6624	19.6006	20.3752	23.055	21.784	22.4309	23.0408	18.4454	20.5645	
AT2G05270	3.56776	3.66885	3.86296	3.46195	5.0141	2.78749	4.57488	3.43334	2.36115	1.72327	2.44224	1.80504	
AT2G05280	27.8859	30.4472	26.3539	28.2251	54.0156	38.6266	53.2733	28.9466	29.729	21.7004	29.8211	18.7595	
AT2G05290	11.6055	12.6512	12.7048	11.3633	28.0904	23.8264	30.3989	24.7437	36.2221	33.5718	27.5074	23.5299	
AT2G04885	5.61819	5.56652	6.69579	5.74276	3.01986	3.11933	2.70881	3.43334	3.59538	2.23387	3.27775	3.02988	
AT2G05294	2.05043	1.93985	2.40362	1.46624	1.70935	0.929163	1.32431	1.59828	1.50255	0.957372	1.54247	0.515725	
AT2G05300	14.7221	15.8983	13.0482	14.8253	25.4694	19.3133	23.8375	15.2725	14.2742	9.70137	15.6175	10.9592	
AT2G05310	7.29955	6.78947	6.5241	6.84244	10.2561	8.16336	9.39055	10.0632	29.9973	29.2956	24.2296	25.6573	
AT2G05320	14.6811	15.3079	15.881	15.5991	20.5122	19.977	19.3831	20.3633	25.436	25.849	20.9519	21.2092	
AT2G05330	7.83266	7.67506	7.46838	7.45337	7.4072	4.38034	6.07978	5.3276	3.21974	2.93594	4.56314	4.57706	
AT2G05335	3.85482	3.45799	2.87576	3.17685	2.9059	2.85386	1.74568	2.30863	1.39522	1.40415	2.82786	1.28931	
AT2G04895	8.52981	8.01242	8.24097	7.4941	3.76058	3.25207	3.55155	4.08449	2.52213	3.19124	6.10561	3.41668	
AT2G05340	8.20174	9.78359	10.0437	9.57127	8.88864	7.30056	7.40409	5.3868	5.4199	3.06359	5.39864	3.61007	
AT2G05350	41.0907	38.7548	41.8487	38.7738	15.6121	20.6407	15.049	19.061	17.333	15.0627	21.7874	16.5032	
AT2G05360	30.7155	29.2243	27.8991	28.1029	13.5039	11.4154	11.5576	13.4374	10.6788	9.70137	16.0674	10.379	
AT2G05370	11.2364	10.3318	10.1295	8.71597	15.2702	11.7473	12.8217	5.80116	5.20525	4.65921	7.391	4.38366	
AT2G05380	10.0471	9.57274	10.2583	9.77492	11.6236	7.89788	10.5945	10.8328	10.8398	7.85045	10.7973	9.34751	
AT2G05390	38.9173	38.8813	39.9172	38.1222	17.5494	19.7115	14.447	19.1202	16.9573	12.8926	21.5303	18.5661	
AT2G05400	11.0723	10.627	10.2154	10.3044	14.4725	9.75621	12.6411	7.87301	5.63455	4.14861	7.13392	5.22171	
AT2G05410	12.7947	11.8078	9.95784	12.9518	17.7203	11.0172	12.8217	8.58336	5.04427	3.95714	7.45527	4.1258	
AT2G05420	13.2458	10.7113	12.7478	10.2229	8.66072	7.56604	7.1633	8.0506	5.47357	4.08479	8.67639	6.31763	
AT2G05430	10.3342	9.86793	10.2583	10.9968	6.38158	6.90235	5.17684	4.85404	5.15159	5.10598	6.42695	7.67141	
AT2G05435	7.25854	5.81955	6.99624	5.98714	3.58964	3.25207	2.9496	1.89426	2.09283	2.87212	4.75595	2.70756	
AT2G05440	12.5487	12.5247	14.7222	12.0557	10.0852	7.49967	8.96918	7.04427	9.01528	6.12718	9.38335	7.47801	
AT2G05441	8.07871	9.15103	8.28389	7.33119	6.38158	5.04403	6.13997	4.43967	4.50764	3.95714	5.14156	4.70599	
AT2G05450	48.7593	51.4904	51.1627	43.6206	20.7971	22.5654	16.1927	21.9616	19.2111	14.9988	24.1653	20.8869	
AT2G05460	12.0155	11.8921	10.6017	10.9968	4.2164	4.77855	3.73214	5.15001	4.45398	4.14861	5.33437	3.99687	
AT2G05470	9.63704	11.1752	10.2583	10.3858	3.87453	4.57944	3.49136	4.0253	4.45398	3.76566	4.82022	4.44813	
AT2G05475	12.3436	12.103	13.0482	11.6484	4.38734	3.58391	3.85253	5.03162	3.64904	3.25506	5.9128	3.48114	
AT2G05480	10.1702	9.36188	9.65739	9.65273	4.61525	3.91576	3.37097	4.14369	4.23933	2.99977	5.9128	3.35221	
AT2G05490	33.094	32.5136	35.1529	29.284	13.8458	17.0568	11.2566	16.1012	11.6984	9.70137	17.16	14.956	
AT2G04905	1.80438	1.85551	2.44654	2.15863	1.36748	1.19464	0.72235	1.42069	0.751274	1.0212	0.964043	0.515725	
AT2G05510	11.2364	11.4704	11.0309	10.3044	10.7689	5.50861	9.69153	5.50519	6.06385	5.10598	6.61976	5.8019	
AT2G05518	3.81381	4.42792	4.67847	4.11361	6.95137	3.65028	5.89919	2.54541	3.97102	1.65944	4.11325	3.48114	
AT2G05520	11.7285	13.2416	11.5459	11.3633	21.025	14.5348	27.1483	18.5874	13.3083	11.9352	11.5685	12.5708	
AT2G05530	8.81687	8.56064	8.92772	7.57556	5.18504	4.97766	5.65841	4.61725	3.32707	2.99977	4.37033	2.83649	
AT2G05540	10.7443	10.9222	9.872	10.7117	9.34446	7.23419	8.78859	6.45232	5.25892	5.87188	7.00538	7.34908	
AT2G05550	45.3146	45.0804	45.8404	38.2444	18.8029	19.5788	14.0858	15.8644	18.2989	16.2115	25.7078	15.0849	
AT2G05560	51.835	54.1471	52.5362	46.9603	22.7344	24.3573	17.4568	21.9616	19.4258	15.5733	26.6719	19.1463	
AT2G05562	12.0155	10.88	11.2455	10.671	3.93151	5.84045	4.3341	4.55806	4.5613	4.46774	5.52718	3.41668	
AT2G05564	9.34998	9.53056	10.7734	9.08253	3.53266	3.91576	3.55155	3.72932	3.86369	3.19124	4.4346	4.19026	
AT2G05567	10.2932	11.2174	11.9752	9.97856	4.2164	3.91576	3.67194	3.9661	3.75637	3.70184	3.92044	3.09435	
AT2G05570	21.5296	19.6515	21.2463	18.0429	8.54677	8.76068	6.50115	8.34657	6.7078	5.80806	11.9541	7.8648	
AT2G05580	23.8671	26.9049	26.6544	24.03	16.0109	10.0881	20.7676	11.8983	7.78105	7.53133	10.5402	8.57392	
AT2G04915	3.40372	3.12063	2.61823	3.25831	1.08259	1.79196	1.14372	1.3615	1.60987	0.638248	1.86382	1.16038	
AT2G04935	3.52675	3.1628	2.78991	2.48446	1.3105	1.59285	1.62529	1.95345	1.2879	0.765898	1.73528	0.966984	
AT2G05590	16.4855	15.814	14.4646	13.3998	16.5237	18.9151	16.4937	22.6127	32.3584	37.9119	27.186	33.7155	
AT2G05600	8.69384	8.81366	10.6875	10.1822	11.1678	7.89788	10.2333	5.03162	3.91736	3.82949	5.39864	3.80347	
AT2G05610	36.2107	36.8993	35.3246	31.3205	15.6691	16.1276	12.7615	15.1541	12.396	12.765	18.7667	14.4403	
AT2G05620	10.4982	10.7957	10.0008	9.93783	17.7773	20.3088	19.5034	24.507	60.4775	59.9953	42.1608	56.4074	
AT2G05630	14.148	11.8078	12.5761	12.7074	21.7088	27.9412	26.1852	22.3167	17.8696	18.7645	16.1959	18.1793	
AT2G05632	7.9967	8.09676	7.29669	7.65702	18.6889	10.9508	22.8744	8.16899	16.367	7.9781	10.9901	6.44656	
AT2G05635	10.9493	10.627	10.0866	10.2637	5.41295	4.77855	4.63508	4.43967	4.61497	3.82949	7.06965	5.47958	
AT2G05640	47.5701	51.9121	47.4714	43.7835	20.9681	20.0434	15.2897	20.0673	22.0016	16.7859	29.3712	18.5661	
AT2G05642	19.1921	15.8562	16.7395	15.1511	9.91425	10.8181	6.50115	7.22186	9.65923	5.42511	12.0184	6.44656	
AT2G05645	9.96511	10.2475	10.6017	8.43087	4.44432	3.31844	2.8292	3.55173	3.21974	3.12742	4.17752	3.35221	
AT2G05647	7.01249	7.0425	6.78163	5.98714	2.27914	2.98659	2.46803	2.78219	2.09283	1.97857	3.21348	2.2563	
AT2G05660	57.6992	61.9908	55.4549	54.9432	26.2671	21.5035	16.614	26.342	22.7529	18.5092	32.906	21.8538	
AT2G05670	14.025	12.103	13.7779	13.0332	5.52691	5.77408	4.87586	4.79484	5.15159	2.93594	6.36268	2.83649	
AT2G05655	9.10393	10.4161	10.2154	10.2637	7.46417	5.57498	5.83899	6.33392	5.36624	4.53156	9.19054	4.70599	
AT2G04945	2.05043	2.10853	2.31777	2.19936	1.53842	1.32738	0.782546	1.47989	1.2879	0.957372	1.86382	1.09592	
AT2G05680	23.785	25.4711	24.4225	22.7674	11.1678	12.2782	7.82546	10.1816	9.7129	7.9781	13.7537	9.47644	
AT2G05690	26.2046	27.0736	26.6544	24.3966	9.80029	9.62347	7.10311	10.892	11.0008	6.19101	15.9388	9.9277	
AT2G05700	20.9965	23.1517	21.7184	20.5273	9.45842	8.03062	5.41762	8.34657	10.3032	8.10575	11.8899	9.28305	
AT2G05710	43.5512	44.237	40.8186	43.2947	38.2895	50.042	33.1679	49.961	85.2159	81.0575	67.0331	80.2597	
AT2G05715	4.75701	4.72311	4.03464	4.43944	3.98849	3.65028	2.76901	3.55173	3.48806	2.61682	3.27775	2.96542	
AT2G05720	10.2112	9.61491	8.54143	9.69346	9.68633	7.16783	9.39055	5.74197	5.04427	3.76566	7.32673	4.25473	
AT2G05730	3.15767	4.55443	3.69127	3.54341	1.99425	1.79196	1.14372	1.00632	1.18057	1.34032	1.99236	1.54717	
AT2G05740	4.46995	5.06048	3.5625	4.2358	2.27914	2.19017	0.902937	1.89426	1.98551	1.40415	2.63505	2.12736	
AT2G05750	24.9743	25.0494	22.3622	21.5863	10.655	12.5437	8.24683	11.3064	11.0545	5.74423	13.4323	6.89782	
AT2G05752	12.8767	14.2958	12.9624	12.2594	5.29899	6.70324	5.05645	5.50519	5.8492	5.16981	7.19819	6.57549	
AT2G05755	24.4002	23.9529	22.1047	21.7085	20.3983	23.1627	21.4297	25.6317	40.8371	39.7629	31.4921	33.3932	
AT2G05753	5.1671	6.66296	5.79443	5.13183	6.89439	8.03062	5.95939	7.16266	6.65414	6.19101	4.62741	5.86637	
AT2G05760	22.8008	22.4348	23.7357	24.3151	36.2953	34.6445	36.7796	32.6168	25.275	21.1898	24.6152	23.5299	
AT2G05765	1.55833	1.05427	1.07304	1.46624	2.39309	2.92023	2.40783	2.42702	8.8543	9.82902	5.65572	7.60694	
AT2G04955	1.96842	2.27721	2.14609	2.28081	3.81756	5.3095	4.45449	3.9661	19.5331	21.126	12.0184	18.2438	
AT2G04965	2.3785	2.06636	2.44654	1.79207	3.41871	3.25207	3.25057	3.31495	15.2401	16.5306	9.64043	13.4733	
AT2G05770	7.58661	8.1811	9.27109	9.12326	5.46993	3.98213	3.67194	4.26208	4.07834	2.74447	5.20583	3.67454	
AT2G04975	6.64341	4.93396	5.66567	5.29475	2.45007	2.45564	1.92627	2.48621	1.60987	2.04239	3.02067	2.12736	
AT2G04985	10.6623	10.7957	11.0309	8.34941	2.39309	3.71665	3.06999	3.19656	3.05876	3.31889	4.94875	3.80347	
AT2G04995	10.7033	11.1752	11.6318	8.51232	2.56403	3.58391	3.37097	3.37415	3.16608	3.44654	4.94875	3.86794	
AT2G05780	24.6052	21.2962	23.9074	21.0161	10.4271	11.5482	6.20017	9.2937	11.1081	7.65898	14.3964	9.66984	
AT2G05786	1.8864	1.13861	1.54518	2.6881	1.19655	0.995531	1.20392	1.3615	1.55621	1.2765	1.34966	1.54717	
AT2G05790	18.4129	15.8983	18.1559	17.88	39.0302	40.3522	41.2341	39.8386	85.1086	87.6953	57.5212	79.3571	
AT2G05800	36.8668	35.7185	34.4232	34.1715	13.9027	14.2029	12.1596	12.7862	15.6694	11.6799	20.4377	13.6667	
AT2G05801	6.19231	7.21118	6.18073	5.53912	2.1082	2.72112	2.64862	2.36782	1.87818	1.85092	3.72763	2.51416	
AT2G05005	2.70657	3.07846	4.12049	3.90997	2.1082	2.19017	1.14372	2.30863	1.55621	1.14885	2.44224	1.48271	
AT2G05810	21.6116	21.7601	20.1303	21.9121	51.6794	58.8027	57.4268	64.464	80.0106	97.5243	57.3927	83.0962	
AT2G05812	3.3217	3.1628	3.13329	3.9507	6.21065	4.64581	4.87586	6.57071	5.68821	7.40368	6.7483	5.09278	
AT2G05820	7.70964	8.77149	7.33962	7.33119	3.64662	3.65028	1.92627	3.43334	2.95143	2.42534	3.14921	4.31919	
AT2G05830	20.3813	19.1033	19.4006	21.9121	21.5378	23.6936	21.3695	24.0926	32.5194	34.9122	34.6413	35.9718	
AT2G05840	18.2489	17.3321	17.3833	18.4094	28.0334	32.388	29.2552	36.2869	35.2562	36.444	25.4507	29.074	
AT2G05845	16.7726	14.8441	13.735	13.6034	9.34446	7.30056	5.53802	8.0506	7.72739	5.87188	13.111	5.86637	
AT2G05850	19.5611	22.2661	17.9413	19.672	21.8227	19.1806	24.7405	10.9512	9.22993	8.16957	11.0544	11.1525	
AT2G05860	9.10393	9.40405	7.33962	7.12754	3.98849	3.98213	2.46803	3.55173	2.52213	2.42534	5.14156	3.09435	
AT2G05870	6.19231	5.81955	5.40814	5.98714	2.84892	3.38481	1.62529	1.65748	2.68312	2.55299	5.2701	2.2563	
AT2G05880	8.81687	8.05459	10.0866	8.83815	5.0141	4.71218	2.76901	3.78852	4.07834	3.25506	6.23415	3.9324	
AT2G05890	15.3373	14.085	15.4089	14.5809	8.54677	6.76961	5.89919	6.51151	7.51274	5.16981	8.93347	6.57549	
