ID	H3_WT	H3_atx34	H3_atx3-1	H3_atx3-145	K4me2_WT	K4me2_atx45	K4me2_atx3-1	K4me2_atx3-145	K4me3_WT	K4me3_atx45	K4me3_atx3-1	K4me3_atx3-145	
AT3G08085	2.42128	2.52545	1.96085	2.45134	2.58076	1.43398	3.26969	0.7829	2.0113	3.08996	2.62772	2.15316
AT3G08090	4.25911	4.6117	4.4048	3.13063	7.89774	4.40437	5.554	1.00037	2.46384	1.04838	1.35916	2.67832
AT3G08100	3.35478	4.09929	2.69972	3.3669	6.93384	2.61189	5.82274	0.913384	1.65932	0.551779	2.17466	1.628
AT3G08105	2.77134	2.30585	3.1544	2.18553	5.13042	0.870631	4.92693	1.21785	1.55876	0.441423	1.35916	2.52077
AT3G08110	2.10038	2.08624	2.30186	1.56532	4.22871	0.614563	4.03113	0.869889	1.45819	0.275889	1.08733	1.83806
AT3G08115	6.91377	7.42996	6.82033	6.5566	13.961	4.71165	13.7954	3.04461	5.12881	2.04158	3.48852	5.67174
AT3G08120	2.24625	2.78166	2.47237	2.68762	0.746243	0.563349	0.940596	0.869889	1.45819	0.882846	0.679582	2.10064
AT3G08125	1.42943	1.42743	1.07989	1.62438	0.90171	0.768204	0.806225	1.52231	1.00565	0.662134	0.407749	1.94309
AT3G08130	2.04204	1.90324	1.7335	2.12647	1.21265	1.02427	0.940596	1.43532	1.45819	0.551779	1.13264	2.57329
AT3G08135	2.47962	2.19605	2.61446	1.41764	1.39921	0.819417	1.92598	0.565428	1.81017	0.386245	1.58569	1.41793
AT3G08140	4.08408	3.00126	4.20587	3.86899	4.38418	3.68738	4.03113	1.39182	1.65932	0.882846	1.17794	1.52297
AT3G08150	1.57529	1.64704	1.7335	1.86066	0.466402	0.563349	0.582274	0.304461	1.1565	0.386245	0.996721	1.41793
AT3G08155	2.88803	2.26925	2.69972	2.56948	1.15046	1.02427	1.29892	0.478439	1.65932	0.606956	0.951415	2.25819
AT3G08160	3.03389	2.85486	2.95548	2.09693	1.02608	1.17791	1.88119	0.739406	1.50847	0.606956	1.26855	2.20567
AT3G08165	1.10854	1.46403	1.07989	0.738356	2.30092	3.84102	1.70203	3.52305	9.90564	13.6841	12.0513	7.82489
AT3G08170	2.07121	2.96466	2.10294	1.74252	3.04716	4.09709	3.35927	4.78439	9.15141	13.6289	12.0966	8.61264
AT3G08175	2.21707	2.26925	1.93243	2.0674	14.6761	9.52573	14.5121	5.56729	12.822	10.4286	15.9928	5.77677
AT3G08185	3.12141	3.58688	2.72813	3.30784	12.6239	2.91917	12.1382	1.52231	10.5593	1.9864	10.0125	3.09845
AT3G08190	3.76319	3.84308	3.467	3.57364	1.52358	1.33155	1.88119	1.00037	1.7096	0.551779	1.08733	2.52077
AT3G08195	8.16816	8.45478	8.09915	6.70428	6.12541	2.97039	6.18106	3.69703	4.47514	1.65534	3.94158	5.51419
AT3G08200	3.90905	3.36727	3.43859	3.48504	1.24374	0.973058	1.74682	0.956878	2.11186	0.77249	1.54039	2.04813
AT3G08205	2.01287	2.67186	1.98926	1.77206	2.23873	0.921844	2.64263	0.695911	1.40791	1.04838	1.40447	2.83587
AT3G08210	2.1879	2.08624	1.93243	2.09693	5.2237	7.06747	4.38945	8.48142	3.21808	5.13154	3.35261	3.51858
AT3G08215	4.52166	3.95288	3.43859	3.45551	10.7583	2.71432	10.3913	3.82751	5.38022	3.58656	5.66319	3.83367
AT3G08220	4.25911	4.17249	4.57531	4.48921	8.61289	12.4961	7.47998	15.7885	3.82147	4.41423	3.66974	5.14657
AT3G08225	3.00472	3.47707	2.92706	2.95343	7.02712	10.3451	8.46536	12.3089	19.1073	25.1059	21.6107	15.2297
AT3G08230	1.80866	2.08624	1.90401	1.41764	2.92279	4.71165	4.52382	6.61116	15.0847	20.5813	18.4846	11.7111
AT3G08235	3.52981	3.33067	3.32491	2.59901	7.77337	6.4017	6.94249	6.13272	4.22373	6.51099	6.16155	3.88619
AT3G08240	3.76319	3.73328	3.66593	2.95343	6.68509	14.1349	7.52477	15.3535	23.7333	42.6525	30.7624	26.4156
AT3G08245	5.89275	5.63652	5.22892	6.05452	3.23372	2.40704	3.76238	3.1751	2.46384	1.60016	3.3073	2.78335
AT3G08250	3.61733	2.41565	2.64288	2.71715	1.67905	0.614563	1.3885	0.869889	1.91073	0.496601	0.770193	1.73303
AT3G08255	3.96739	3.73328	3.75118	2.80575	3.54465	1.48519	2.86658	0.913384	2.36328	0.77249	1.26855	2.73084
AT3G08260	3.06306	2.81826	2.38712	2.89436	1.49249	1.1267	1.65724	0.7829	2.06158	0.882846	0.588971	1.78555
AT3G08265	4.93007	6.07573	5.37101	5.37523	7.86665	3.99466	7.52477	1.17435	3.26836	1.37945	1.31386	3.36103
AT3G08270	3.67567	4.7215	3.52384	4.19386	5.34808	3.17524	5.77795	0.7829	2.51412	0.827668	0.951415	2.25819
AT3G08275	0.87516	1.53723	1.50616	1.47671	3.76231	4.81408	2.73221	6.00224	6.0339	10.9252	6.5693	8.35006
AT3G08280	1.86701	2.63526	2.07452	1.91973	2.02108	1.48519	2.777	1.00037	2.46384	0.77249	1.40447	2.78335
AT3G08285	2.53797	2.81826	3.1544	1.71299	1.46139	1.38277	1.20934	1.65279	1.96102	1.10356	1.08733	2.25819
AT3G08290	1.89618	1.68364	1.81876	1.68345	2.17654	1.74126	1.65724	2.82714	1.81017	1.76569	2.03875	1.94309
AT3G08295	4.52166	3.73328	3.63751	4.16433	0.870617	0.819417	1.3885	1.21785	1.81017	0.551779	0.724888	2.57329
AT3G08300	3.47147	3.14767	3.01231	2.92389	10.1365	13.1107	11.2872	18.5286	24.0853	33.9896	29.5392	15.1771
AT3G08310	2.15873	2.19605	1.87559	2.156	1.33702	0.460922	1.25413	0.521934	1.30734	0.717312	0.860804	2.31071
AT3G08315	6.03861	5.30711	5.56994	4.72548	4.2909	3.78981	3.09053	1.69628	2.71525	0.496601	1.99344	3.99122
AT3G08325	3.47147	3.22087	2.9839	3.42597	1.08827	1.22913	0.537483	0.739406	1.40791	0.606956	1.17794	2.46826
AT3G08330	2.82969	2.37905	2.24503	1.74252	0.652963	0.870631	0.985386	0.347956	0.955367	0.606956	1.13264	1.89058
AT3G08335	3.03389	3.73328	2.6713	2.71715	1.33702	1.1267	0.985386	0.565428	1.25706	0.220711	0.679582	1.78555
AT3G08340	1.34191	1.46403	1.47774	1.0337	2.8606	1.94612	3.09053	2.78365	2.21243	0.827668	0.543666	2.52077
AT3G08345	1.89618	1.68364	2.41554	1.62438	0.839524	1.33155	1.43329	1.13086	1.96102	1.15874	1.54039	1.68051
AT3G08350	4.95924	5.74632	4.97316	4.81408	45.4897	30.6769	38.1165	18.3547	13.1237	18.3742	17.0349	10.6608
AT3G08355	5.25096	6.25873	5.39943	5.84778	11.0693	8.85995	8.59973	3.34907	2.81582	0.938024	2.4918	2.73084
AT3G08360	3.26727	4.13589	2.81339	2.51041	22.3562	19.9733	21.7681	13.4833	16.1407	17.05	16.8536	6.87961
AT3G08365	5.8344	5.52672	5.56994	4.51874	14.8938	23.3022	14.6912	23.7915	9.55367	14.9532	9.42354	8.56012
AT3G08370	3.67567	3.11107	3.86486	3.13063	1.46139	0.870631	1.52287	1.6093	1.7096	0.77249	1.31386	2.57329
AT3G08375	4.52166	4.17249	3.63751	3.24877	4.72621	6.29927	4.21029	6.00224	4.82712	4.2487	6.52399	5.8818
AT3G08380	3.47147	4.31889	3.12599	2.92389	1.02608	1.07549	1.97077	1.73978	1.81017	0.827668	1.72161	2.57329
AT3G08390	4.20077	5.30711	4.20587	3.66225	10.5096	4.30194	9.76428	1.5658	2.21243	0.496601	2.08405	3.04593
AT3G08395	3.12141	3.62348	2.75655	2.39227	7.24478	3.48252	6.85291	1.30483	1.35763	0.331067	1.58569	2.36322
AT3G08400	2.62548	3.14767	3.09757	2.33321	16.9459	5.88956	15.9901	2.95762	2.31299	1.32427	2.21997	2.31071
AT3G08405	3.50064	3.76988	3.69435	3.57364	39.3332	56.0789	33.1448	63.154	9.30226	14.6773	13.1386	10.5557
AT3G08410	5.1051	4.8679	4.80265	4.60734	7.58681	2.04854	6.31543	2.21822	2.76554	0.882846	1.631	2.6258
AT3G08415	4.63835	5.92933	3.60909	3.75085	10.6029	2.91917	10.1226	2.21822	2.81582	1.15874	1.54039	3.09845
AT3G08420	3.09223	2.45225	2.6713	2.83529	1.02608	1.02427	1.29892	1.26134	1.81017	0.993202	1.04203	2.46826
AT3G08425	3.17975	3.55028	3.23966	3.21923	13.0593	16.542	11.2872	18.0937	16.7441	27.5338	20.1156	14.1268
AT3G08430	3.06306	1.93984	2.01768	2.21507	1.30593	0.768204	1.16455	0.7829	1.35763	0.993202	0.770193	2.10064
AT3G08435	4.63835	4.13589	4.85949	4.45967	3.29591	1.8949	2.777	2.04424	2.51412	1.15874	1.631	2.67832
AT3G08445	4.58001	4.6117	5.11525	4.93222	3.76231	2.61189	3.94155	2.13123	2.51412	1.60016	2.80894	4.41135
AT3G08450	5.01759	3.80648	4.23429	4.28247	1.98998	1.99733	3.26969	1.30483	2.71525	0.551779	2.26527	3.09845
AT3G08455	4.1716	3.40387	3.72277	3.51458	4.66402	2.81675	5.73316	2.21822	3.7209	0.938024	2.71833	3.46606
AT3G08460	3.23809	3.47707	3.35333	2.86482	2.3942	1.48519	3.40406	1.5658	2.26271	0.717312	1.49508	3.41354
AT3G08465	2.68383	2.63526	2.52921	2.27414	2.17654	1.48519	2.86658	1.47881	1.86045	0.606956	0.951415	2.6258
AT3G08470	4.72587	5.01431	4.77423	5.19803	13.2147	5.47985	10.7497	3.43606	3.87175	2.26229	3.94158	3.20348
AT3G08475	4.49249	4.09929	4.20587	2.89436	12.5307	18.0784	11.3767	26.6186	41.835	70.6828	53.5511	37.444
AT3G08480	2.27542	1.72024	1.53458	1.15184	6.28088	5.94078	7.25603	7.95949	5.17909	8.7181	7.56602	5.14657
AT3G08485	1.48777	1.61043	1.7335	1.0337	5.13042	3.07281	5.0613	3.39257	6.48644	3.75209	9.1064	3.62361
AT3G08490	12.1064	12.1881	12.7881	12.8179	8.48852	5.275	7.61435	4.6974	5.98361	3.20032	4.43994	6.09186
AT3G08495	13.4191	11.4194	12.6176	12.0204	2.8606	2.35582	2.68742	2.52268	5.12881	2.86925	3.262	5.5667
AT3G08500	16.4822	16.9096	16.5393	17.3366	10.6651	7.32354	11.8246	5.00186	6.98926	3.91763	6.5693	10.0306
AT3G08505	15.2861	14.4573	13.527	13.9106	35.4465	49.882	31.7115	56.1949	37.5107	51.5361	42.3606	31.037
AT3G08510	24.8837	26.5356	24.4111	22.9186	23.6932	29.9087	23.5149	36.0134	64.8644	86.4085	74.9806	59.0806
AT3G08515	2.74217	3.22087	2.84181	2.77622	6.87166	10.7549	6.04669	11.526	19.7107	30.403	26.0507	18.013
AT3G08520	2.39211	2.45225	2.21661	1.71299	3.8245	6.0432	3.89675	6.08923	20.8169	32.279	23.287	16.8051
AT3G08525	4.02574	3.87968	3.75118	3.45551	2.14545	1.94612	1.79161	2.43569	2.16215	0.662134	1.54039	2.99342
AT3G08530	72.9884	73.2016	65.2194	67.3676	35.7264	44.9655	38.1165	45.8432	84.7259	103.238	97.4521	91.3254
AT3G08535	5.74689	5.74632	5.91096	5.37523	5.19261	3.17524	5.41962	1.95725	2.46384	1.37945	1.49508	3.57109
AT3G08545	4.14243	4.94111	3.69435	4.72548	10.2297	5.53107	7.74872	2.13123	2.06158	1.43462	1.90283	1.78555
AT3G08550	26.2256	30.7447	25.15	27.5259	34.1717	48.2432	35.9218	54.2811	72.1553	105.555	88.4363	67.9558
AT3G08555	1.92535	2.67186	2.75655	2.42181	15.0803	6.45291	15.2735	2.04424	2.51412	0.662134	2.17466	1.89058
AT3G08560	15.3445	13.7619	13.2997	13.0246	52.6723	28.3211	41.2519	8.08997	10.1571	6.12474	8.97049	9.24283
AT3G08565	1.9837	2.41565	1.79034	1.59485	0.839524	1.07549	1.25413	1.04387	1.40791	0.77249	1.631	2.25819
AT3G08570	24.9421	24.5225	24.3543	24.2772	82.0867	80.815	61.8554	51.5844	23.3311	21.8504	21.0217	18.8533
AT3G08575	2.56714	2.59866	2.95548	1.71299	0.528589	0.921844	0.716645	0.869889	1.1565	0.110356	0.49836	1.10284
AT3G08580	18.6993	18.6298	17.4487	15.0034	12.5307	18.0272	13.9298	19.0071	51.2881	78.5733	60.9359	43.2207
AT3G08585	3.09223	3.25747	2.78497	2.53995	1.49249	0.973058	1.97077	0.913384	1.50847	0.331067	0.951415	2.04813
AT3G08590	24.2419	23.7173	24.3827	23.7455	75.8681	129.98	69.2906	149.49	68.1327	87.5673	84.2682	66.6429
AT3G08595	4.31746	4.8679	4.4048	4.10526	3.20263	2.20218	3.04574	2.82714	3.77118	2.86925	2.89955	2.31071
AT3G08600	11.5521	13.1397	12.8734	10.8686	48.3503	66.7825	45.9996	83.3354	81.2062	118.522	98.4941	66.9055
AT3G08605	1.92535	2.85486	1.81876	2.51041	13.0903	4.96772	10.7497	7.0461	15.5876	13.8496	18.394	9.76799
AT3G08610	12.4273	9.99201	9.29271	9.92351	17.4123	23.251	17.6922	29.4892	50.5339	71.5657	60.5281	44.166
AT3G08615	1.07936	0.988221	0.767288	0.945096	0.279841	0.614563	0.627064	0.478439	0.653672	0.165534	0.679582	1.10284
AT3G08620	21.7915	24.7055	21.5977	22.9186	42.2249	61.5587	38.8332	62.7625	44.0474	54.5709	53.687	43.0107
AT3G08630	14.586	12.5907	13.2712	14.7967	36.2861	41.0221	31.6667	46.5826	30.622	38.7349	33.3448	24.2099
AT3G08635	3.32561	3.76988	2.61446	2.92389	1.58577	1.53641	1.65724	1.52231	1.75989	1.10356	2.58241	1.94309
AT3G08636	1.34191	1.13462	1.22198	0.767891	3.42028	3.43131	3.31448	4.7409	4.92768	6.89723	6.38807	5.25161
AT3G08640	12.894	11.4926	11.7367	10.3075	49.221	73.1842	45.1934	88.0328	57.4729	85.9671	72.3529	56.9274
AT3G08645	3.06306	3.80648	3.06915	2.36274	11.5668	16.6956	10.6153	19.0941	23.2808	35.5897	26.096	18.2756
AT3G08650	26.9549	25.8036	26.2015	25.2223	18.4384	24.7362	19.4838	29.5327	43.444	59.0955	52.645	42.538
AT3G08655	3.06306	3.51368	3.06915	3.24877	1.77233	2.91917	2.50826	2.87063	2.26271	1.15874	1.31386	2.57329
AT3G08660	18.6409	19.8742	19.6653	18.4589	118.684	67.6019	94.6867	24.0959	22.9288	15.1187	23.1058	17.1202
AT3G08665	3.23809	3.47707	3.2965	2.83529	6.03213	9.01359	6.13627	12.135	38.3152	55.2882	51.6936	32.9801
AT3G08670	23.7168	27.5238	24.5248	22.0621	35.4776	47.5262	35.877	45.0603	47.3158	64.5581	56.7225	47.2645
AT3G08675	4.72587	4.7215	4.29113	4.81408	11.0382	11.4718	9.45075	8.87287	3.62034	2.09676	4.25872	5.19909
AT3G08680	25.6422	25.0349	26.372	26.1083	48.3814	63.3512	46.0444	76.9852	60.9423	86.6844	74.6181	56.0346
AT3G08685	2.39211	2.41565	1.4209	2.21507	11.4735	12.957	10.5257	13.5268	7.84406	13.7945	9.51415	8.92773
AT3G08690	14.1193	15.4455	12.3334	13.0541	39.5509	43.5315	32.1594	34.3606	26.0463	24.8852	29.222	23.0546
AT3G08695	2.39211	2.45225	2.18819	1.35858	5.47245	7.32354	6.8977	10.9606	18.8056	29.1891	20.1609	13.6542
AT3G08700	12.1647	14.5305	12.7029	12.109	24.6882	12.701	21.365	7.8725	7.08983	4.02798	5.48196	8.29754
AT3G08705	2.21707	2.74506	1.44932	1.50625	3.91778	5.275	4.25508	4.6974	20.2638	29.6857	23.5135	15.0721
AT3G08710	10.2685	10.5044	8.52542	8.00378	26.616	37.1298	26.6054	44.2339	38.5666	57.6057	51.7389	35.1333
AT3G08715	2.50879	2.63526	2.30186	2.48088	0.621869	0.768204	0.985386	0.826395	1.96102	0.77249	1.35916	0.997805
AT3G08720	20.4788	20.8624	18.5286	18.4884	51.0244	43.634	43.8945	47.6264	22.1746	15.0636	22.1997	18.0655
AT3G08725	2.88803	2.59866	2.15977	2.0674	1.30593	0.819417	1.74682	1.04387	1.45819	0.441423	1.04203	1.57548
AT3G08730	20.2745	21.1919	19.9211	21.0579	35.5709	53.7743	31.2188	52.8458	41.2819	51.7568	42.3606	36.3936
AT3G08735	2.27542	3.33067	2.44395	2.33321	18.9048	26.7335	15.0943	29.0978	5.48079	5.7385	5.11952	5.09406
AT3G08740	10.852	10.9436	9.69056	10.0121	22.8537	30.1136	21.4545	34.0127	42.4384	57.3298	45.1696	35.5009
AT3G08745	1.86701	1.75684	2.44395	1.32904	2.42529	1.69005	2.46347	1.21785	1.91073	0.827668	1.35916	3.41354
AT3G08750	10.7645	10.8338	9.46321	10.3075	13.8988	8.60388	11.959	4.47993	6.23503	3.75209	5.61788	7.35225
AT3G08755	1.63363	1.39083	1.98926	1.0337	1.58577	1.53641	1.88119	0.565428	1.65932	0.717312	1.04203	2.78335
AT3G08760	24.2128	21.8873	19.9211	20.9103	42.1316	62.9415	42.6851	69.5042	59.9367	79.8424	71.7186	49.2601
AT3G08765	5.36765	5.67312	5.56994	5.3457	9.70116	6.14563	8.2862	4.95837	3.01695	1.4898	3.262	4.14877
AT3G08770	7.23466	7.02735	7.98547	7.32449	19.4645	12.24	15.811	9.4383	7.89435	9.87684	8.97049	9.19031
AT3G08775	3.29644	2.70846	2.41554	2.86482	4.97495	4.04587	4.29987	2.56617	1.60904	0.717312	1.26855	1.89058
AT3G08780	10.4436	11.6756	10.5431	9.95304	40.7946	66.4752	37.803	84.5097	69.1887	113.501	85.4008	59.1331
AT3G08785	3.26727	3.22087	2.84181	2.77622	6.03213	8.39903	6.0019	9.82975	20.8169	34.2655	28.6331	17.4353
AT3G08790	23.6293	25.0349	25.5194	24.1886	21.7032	17.4126	20.3348	17.9632	17.4983	13.2979	15.721	17.2778
AT3G08795	4.02574	3.80648	3.58068	2.92389	14.1475	14.5447	11.6903	23.922	32.8847	59.3714	46.9365	29.514
AT3G08800	37.311	34.3315	34.0448	32.4877	62.3424	86.3973	63.7366	112.781	56.6181	71.8968	49.2924	42.8531
AT3G08805	2.30459	2.63526	2.81339	2.03786	9.39023	12.4961	10.7945	17.7457	17.2972	24.4438	16.3553	13.9168
AT3G08810	10.9978	11.273	11.6514	11.9023	51.8328	42.7121	37.1759	33.7517	8.04519	5.2419	7.92846	7.66735
AT3G08815	1.9837	2.41565	2.15977	1.56532	3.7934	1.07549	4.12071	0.739406	2.41356	1.04838	2.26527	2.99342
AT3G08820	19.6619	19.7278	19.9211	20.5854	59.9482	79.4323	54.2858	98.8194	26.9514	31.1203	32.9824	30.3018
AT3G08825	1.13771	1.97644	1.25039	1.80159	0.590776	0.460922	0.985386	0.7829	1.75989	0.77249	0.815499	1.36542
AT3G08835	3.15058	3.91628	2.92706	3.33737	3.07825	3.53374	3.49364	3.04461	3.06723	1.60016	2.12936	2.6258
AT3G08840	51.6636	52.3025	46.9182	50.7989	42.6913	59.5102	51.3297	69.1562	64.613	70.1862	52.056	48.2098
AT3G08845	8.43071	8.82079	8.26966	7.73797	11.7533	6.76019	11.2424	4.00149	5.07853	1.65534	2.99016	4.04374
AT3G08850	73.8344	76.2394	71.3577	70.8527	61.4718	79.6371	60.9148	97.4711	106.75	130.275	120.92	109.811
AT3G08855	5.95109	6.00253	5.5131	5.16849	9.48351	6.09442	8.10704	2.95762	3.26836	1.10356	2.40119	3.15096
AT3G08860	24.0669	25.9134	22.6208	23.6569	85.3205	46.3483	71.978	19.9205	21.2695	14.4566	18.2581	20.6388
AT3G08870	19.0785	19.252	17.1361	15.535	97.3225	96.6912	76.3674	53.7592	33.5384	31.3962	32.7106	23.1596
AT3G08875	4.14243	4.7581	4.17745	3.92806	15.3291	10.2939	13.6162	2.52268	1.96102	0.938024	2.26527	1.628
AT3G08880	12.0189	13.3593	12.2766	12.1386	38.9601	51.6233	35.1156	63.241	30.4209	47.8944	33.1183	25.6278
AT3G08885	11.4938	9.88221	11.2251	9.83491	21.3612	10.8573	20.6483	7.35056	7.19039	3.36585	6.52399	8.29754
AT3G08890	9.4809	11.0168	9.63372	9.27376	17.9098	22.3803	17.9609	28.5324	29.6164	41.4386	30.5812	26.4681
AT3G08895	2.53797	2.41565	2.69972	2.36274	2.45638	4.04587	3.98634	5.5238	30.2198	46.5149	39.597	26.3106
AT3G08900	16.7156	17.6782	17.7329	15.919	9.0482	7.57961	10.0778	8.00298	9.20169	4.30387	7.88316	9.71547
AT3G08905	3.12141	2.08624	1.93243	2.36274	1.95889	1.17791	2.2843	1.65279	2.8661	0.606956	2.35589	3.41354
AT3G08910	14.9944	14.0913	12.9018	13.2313	40.919	59.6638	37.6686	68.1993	36.6559	51.812	37.5129	28.4112
AT3G08915	1.9837	2.37905	2.07452	1.91973	0.71515	1.02427	1.52287	1.08736	1.25706	0.827668	1.49508	1.83806
AT3G08920	5.74689	4.31889	4.43322	4.16433	24.5949	23.0461	23.0222	26.0097	29.5661	50.3222	40.8202	24.525
AT3G08925	1.13771	0.658814	0.568361	0.502082	0.652963	0.921844	1.11976	0.652417	1.45819	0.386245	1.35916	1.89058
AT3G08930	29.7846	32.9407	30.862	29.4752	38.5559	49.9845	36.9072	65.0242	64.0096	74.3798	66.9162	53.9865
AT3G08935	2.97555	2.56205	2.81339	3.21923	1.11936	1.1267	1.43329	1.13086	1.86045	0.827668	0.453055	2.10064
AT3G08940	10.5019	10.9802	10.3442	9.45096	36.0062	36.0031	30.0543	44.8428	80.4017	133.806	111.859	72.052
AT3G08943	34.8314	34.4047	32.9934	32.3991	52.8589	70.2138	47.2538	79.0729	52.7463	68.4757	62.5669	50.0478
AT3G08945	3.38395	2.67186	2.89864	3.95759	0.777337	1.38277	1.47808	0.7829	1.05593	0.882846	1.58569	1.94309
AT3G08947	33.0519	32.1355	32.8229	33.9053	54.1959	71.8014	50.6578	82.9874	36.7062	37.7417	35.0664	31.5622
AT3G08950	16.3363	16.3972	16.2267	13.7925	36.8768	57.6665	33.7271	64.6328	33.8401	45.0803	39.5064	32.56
AT3G08960	55.8644	56.4018	54.4206	55.1109	52.7656	73.3379	52.0911	94.7309	67.6802	82.6564	73.0778	63.3344
AT3G08965	3.85071	3.87968	3.58068	3.33737	1.71014	1.1267	2.23951	0.652417	2.11186	0.993202	1.631	2.73084
AT3G08970	24.3878	25.1081	23.246	22.6823	63.213	49.165	53.6588	42.4941	18.5542	11.7529	15.6304	21.5316
AT3G08975	1.77949	2.04964	1.98926	2.12647	8.42633	13.0082	7.12166	16.4844	18.8056	30.2375	26.9568	17.3303
AT3G08980	13.9442	15.9579	12.9586	12.3453	27.2068	30.3697	23.1118	24.9658	22.8282	26.2095	19.0283	16.6476
AT3G08985	3.47147	4.5385	2.87022	3.21923	3.07825	4.45558	3.40406	3.958	2.56441	2.15194	2.94486	3.41354
AT3G08990	13.5358	12.9933	12.4755	11.8432	24.3462	21.6633	19.7077	18.0502	10.7604	11.2563	9.1064	11.8686
AT3G09000	20.7705	20.9722	21.0578	22.3574	37.4365	44.2485	30.8605	43.7119	56.8695	76.3662	62.7028	51.7283
AT3G09005	2.45045	2.52545	1.87559	2.12647	1.95889	1.58762	2.777	1.17435	1.35763	1.10356	0.860804	1.628
AT3G09010	18.4659	19.8376	15.6868	17.0708	36.0062	22.6364	33.8615	25.0093	22.6774	9.10435	24.7368	17.4879
AT3G09015	3.96739	4.06269	4.43322	4.84362	2.73622	1.17791	2.73221	1.78327	1.40791	1.32427	1.85753	2.20567
AT3G09020	10.0643	9.58941	10.0884	8.03332	42.7224	22.79	38.6988	24.7918	14.1294	11.5322	14.5884	15.2297
AT3G09025	1.6628	2.19605	2.21661	1.74252	3.76231	1.33155	3.89675	1.17435	2.26271	0.441423	1.04203	2.6258
AT3G09030	12.7773	13.1763	11.623	11.5774	52.4547	55.874	62.6168	82.0741	79.2954	109.969	83.3168	54.9843
AT3G09032	5.68854	5.92933	4.97316	4.28247	29.1035	32.1109	25.844	34.0562	28.7616	28.4718	36.335	21.5841
AT3G09035	11.2312	12.0417	10.7704	9.71677	37.6231	44.0949	36.5041	47.1915	35.8514	49.329	42.3606	29.5665
AT3G09040	32.3226	31.6963	28.9296	30.3907	51.7706	66.1679	51.688	75.8978	37.8124	42.7628	33.5714	28.2536
AT3G09045	2.56714	2.04964	1.96085	1.65392	6.12541	3.48252	7.61435	1.69628	2.21243	1.15874	2.71833	1.57548
AT3G09050	10.677	12.2979	10.4863	10.8981	23.8798	27.6041	23.3357	29.7937	43.796	61.7992	54.8649	37.0763
AT3G09055	4.58001	5.63652	4.91632	4.34154	16.4173	19.4099	15.0495	21.4863	34.4435	50.3774	44.9884	28.3587
AT3G09060	21.704	22.7291	20.3757	20.3491	54.1648	74.3109	50.7026	87.0324	41.8853	53.0811	36.3803	32.665
AT3G09065	2.47962	1.93984	2.78497	1.74252	1.55467	1.69005	2.14993	0.869889	1.40791	0.882846	0.543666	1.73303
AT3G09070	21.6165	23.6807	22.1661	21.2056	191.349	159.53	177.28	110.563	72.1051	87.0707	82.2748	46.5818
AT3G09075	4.08408	4.7947	4.20587	4.28247	6.37416	6.29927	6.09148	3.34907	5.12881	3.69692	4.07749	4.35883
AT3G09080	48.1047	45.6778	44.0196	42.1454	92.3476	102.017	69.8728	79.4209	28.1079	16.443	24.918	29.0939
AT3G09085	3.55899	3.47707	3.92169	3.78038	12.2197	14.4422	12.9444	20.5294	27.1525	38.5693	33.0277	21.3215
AT3G09090	40.9283	40.2975	38.677	37.9515	35.8819	55.5155	40.4456	62.4581	68.6356	83.6496	79.4205	62.4416
AT3G09095	2.10038	2.59866	2.6713	1.74252	3.70012	1.84369	3.40406	2.00075	2.26271	0.938024	2.58241	2.6258
AT3G09100	31.5641	29.6466	31.4588	29.2094	33.3322	46.0922	30.8157	52.1934	48.6231	65.7168	56.8584	50.1528
AT3G09105	2.82969	2.96466	1.98926	3.1011	3.57575	5.32621	5.10609	5.30633	18.0514	30.6789	24.7368	15.8073
AT3G09110	20.6538	17.4586	17.7897	18.2522	25.5899	14.3398	20.1108	9.52529	8.44745	5.18672	7.47541	10.3982
AT3G09115	2.713	4.02609	3.38175	3.07156	1.05718	1.33155	2.23951	0.608923	1.86045	0.165534	1.22325	2.31071
AT3G09120	16.1613	16.0677	15.6584	15.0329	28.1707	18.4369	21.2754	7.30707	8.44745	4.80047	7.65663	11.0809
AT3G09125	4.95924	4.5385	5.25734	5.3457	5.93885	2.2534	6.18106	1.21785	2.16215	0.662134	2.58241	2.31071
AT3G09130	15.0528	13.5423	14.4364	14.8262	20.2108	14.4422	15.811	6.82863	6.8887	3.20032	6.16155	6.03935
AT3G09135	4.05491	4.28229	3.2965	3.42597	26.1496	19.0515	19.7077	5.00186	5.07853	3.91763	3.98688	2.52077
AT3G09140	16.8031	16.3605	15.6299	14.8262	21.61	11.7279	23.4701	8.00298	8.49774	3.25549	5.88971	9.87302
AT3G09145	1.48777	1.75684	1.44932	2.09693	4.2909	3.3801	5.0613	2.52268	5.32994	4.19352	6.34277	2.99342
AT3G09150	15.7237	15.1893	14.0954	15.1215	33.1456	40.4587	27.9491	42.8855	28.7113	35.7553	32.3028	21.8992
AT3G09155	5.48434	6.00253	4.63214	4.75501	5.6901	2.66311	4.79256	1.6093	3.21808	0.827668	2.4465	4.14877
AT3G09160	10.7645	10.8704	8.32649	9.5691	16.5106	12.1376	12.183	8.00298	5.58135	2.53818	6.20685	7.14219
AT3G09162	5.54268	7.21035	5.99621	4.57781	13.8366	6.45291	13.3027	6.56766	15.3864	10.7597	20.2062	13.6542
AT3G09165	40.4908	38.2112	41.1209	47.9636	8.17758	7.78446	12.4517	6.43718	17.5486	5.40743	11.6435	19.1158
